Date,New Cases,New Deaths,New Recovered,New Active Cases,Total Cases,Total Deaths,Total Recovered,Total Active Cases,Country
5/25/2020,7,0,5,2,175,4,45,126,Indonesia
5/25/2020,3,2,0,1,600,65,81,454,Indonesia
5/25/2020,2,2,21,-21,308,17,152,139,Indonesia
5/25/2020,1,0,16,-15,276,3,123,150,Indonesia
5/25/2020,0,0,7,-7,164,1,66,97,Indonesia
5/25/2020,0,0,0,0,40,1,28,11,Indonesia
5/25/2020,0,0,0,0,153,13,90,50,Indonesia
5/25/2020,7,1,0,6,117,12,52,53,Indonesia
5/25/2020,1,0,0,1,160,7,27,126,Indonesia
5/25/2020,7,0,0,7,107,5,15,87,Indonesia
5/25/2020,0,0,31,-31,478,8,257,213,Indonesia
5/25/2020,1,0,0,1,85,1,7,77,Indonesia
5/25/2020,9,0,20,-11,562,7,70,485,Indonesia
5/25/2020,0,0,3,-3,130,2,22,106,Indonesia
5/25/2020,0,0,1,-1,114,6,73,35,Indonesia
5/25/2020,0,0,0,0,86,2,27,57,Indonesia
5/25/2020,22,3,6,13,1315,63,463,789,Indonesia
5/25/2020,0,0,0,0,120,4,46,70,Indonesia
5/25/2020,0,0,0,0,215,4,51,160,Indonesia
5/25/2020,9,1,0,8,239,27,34,178,Indonesia
5/25/2020,0,0,5,-5,478,25,190,263,Indonesia
5/25/2020,72,0,2,70,806,30,114,662,Indonesia
5/25/2020,4,0,5,-1,315,36,114,165,Indonesia
5/26/2020,0,0,0,0,19,1,17,1,Indonesia
5/26/2020,12,0,1,11,403,3,187,213,Indonesia
5/26/2020,18,0,10,8,764,70,557,137,Indonesia
5/26/2020,0,1,2,-3,69,3,12,54,Indonesia
5/26/2020,87,0,13,74,6498,479,1615,4404,Indonesia
5/26/2020,0,0,4,-4,225,8,139,78,Indonesia
5/26/2020,0,0,0,0,59,2,22,35,Indonesia
5/26/2020,415,27,235,153,23165,1418,5877,15870,Indonesia
5/26/2020,0,0,0,0,97,0,15,82,Indonesia
5/26/2020,33,4,19,10,2429,147,683,1599,Indonesia
5/26/2020,10,0,28,-18,1752,95,524,1133,Indonesia
5/26/2020,86,14,67,5,3987,518,1672,1797,Indonesia
5/26/2020,1,0,1,0,176,4,46,126,Indonesia
5/26/2020,28,8,0,20,628,73,81,474,Indonesia
5/26/2020,12,0,0,12,320,17,152,151,Indonesia
5/26/2020,1,0,1,0,277,3,124,150,Indonesia
5/26/2020,0,1,3,-4,164,2,69,93,Indonesia
5/26/2020,0,0,0,0,40,1,28,11,Indonesia
5/26/2020,0,1,1,-2,153,14,91,48,Indonesia
5/26/2020,0,0,2,-2,117,12,54,51,Indonesia
5/26/2020,0,0,0,0,160,7,27,126,Indonesia
5/26/2020,11,1,4,6,118,6,19,93,Indonesia
5/26/2020,10,0,0,10,488,8,257,223,Indonesia
5/26/2020,3,0,1,2,88,1,8,79,Indonesia
5/26/2020,0,0,0,0,562,7,70,485,Indonesia
5/26/2020,2,0,13,-11,132,2,35,95,Indonesia
5/26/2020,0,0,9,-9,114,6,82,26,Indonesia
5/26/2020,1,0,2,-1,87,2,29,56,Indonesia
5/26/2020,34,2,37,-5,1349,65,500,784,Indonesia
5/26/2020,0,0,2,-2,120,4,48,68,Indonesia
5/26/2020,0,0,49,-49,215,4,100,111,Indonesia
5/26/2020,26,5,1,20,265,32,35,198,Indonesia
5/26/2020,32,0,22,10,510,25,212,273,Indonesia
5/26/2020,58,0,0,58,864,30,114,720,Indonesia
5/26/2020,0,0,0,0,315,36,114,165,Indonesia
5/27/2020,0,0,0,0,19,1,17,1,Indonesia
5/27/2020,8,0,4,4,411,3,191,217,Indonesia
5/27/2020,11,0,10,1,775,70,567,138,Indonesia
5/27/2020,0,0,8,-8,69,3,20,46,Indonesia
5/27/2020,109,8,16,85,6607,487,1631,4489,Indonesia
5/27/2020,2,0,9,-7,227,8,148,71,Indonesia
5/27/2020,2,0,0,2,61,2,22,37,Indonesia
5/27/2020,686,55,180,451,23851,1473,6057,16321,Indonesia
5/27/2020,0,0,0,0,97,0,15,82,Indonesia
5/27/2020,30,6,46,-22,2459,153,729,1577,Indonesia
5/27/2020,17,1,1,15,1769,96,525,1148,Indonesia
5/27/2020,166,15,44,107,4153,533,1716,1904,Indonesia
5/27/2020,7,0,0,7,183,4,46,133,Indonesia
5/27/2020,73,0,0,73,701,73,81,547,Indonesia
5/27/2020,8,0,0,8,328,17,152,159,Indonesia
5/27/2020,3,0,5,-2,280,3,129,148,Indonesia
5/27/2020,1,0,0,1,165,2,69,94,Indonesia
5/27/2020,3,0,0,3,43,1,28,14,Indonesia
5/27/2020,8,0,2,6,161,14,93,54,Indonesia
5/27/2020,2,0,0,2,119,12,54,53,Indonesia
5/27/2020,10,1,7,2,170,8,34,128,Indonesia
5/27/2020,1,0,4,-3,119,6,23,90,Indonesia
5/27/2020,49,1,14,34,537,9,271,257,Indonesia
5/27/2020,0,0,2,-2,88,1,10,77,Indonesia
5/27/2020,14,0,0,14,576,7,70,499,Indonesia
5/27/2020,0,0,1,-1,132,2,36,94,Indonesia
5/27/2020,0,0,0,0,114,6,82,26,Indonesia
5/27/2020,1,0,3,-2,88,2,32,54,Indonesia
5/27/2020,28,0,19,9,1377,65,519,793,Indonesia
5/27/2020,0,0,2,-2,120,4,50,66,Indonesia
5/27/2020,11,0,8,3,226,4,108,114,Indonesia
5/27/2020,16,2,1,13,281,34,36,211,Indonesia
5/27/2020,27,1,28,-2,537,26,240,271,Indonesia
5/27/2020,48,1,8,39,912,31,122,759,Indonesia
5/27/2020,17,1,2,14,332,37,116,179,Indonesia
5/28/2020,1,0,0,1,20,1,17,2,Indonesia
5/28/2020,5,0,7,-2,416,3,198,215,Indonesia
5/28/2020,14,3,19,-8,789,73,586,130,Indonesia
5/28/2020,2,0,1,1,71,3,21,47,Indonesia
5/28/2020,100,0,20,80,6707,487,1651,4569,Indonesia
5/28/2020,0,0,8,-8,227,8,156,63,Indonesia
5/28/2020,5,1,1,3,66,3,23,40,Indonesia
5/28/2020,687,23,183,481,24538,1496,6240,16802,Indonesia
5/28/2020,0,0,0,0,97,0,15,82,Indonesia
5/28/2020,40,0,25,15,2499,153,754,1592,Indonesia
5/28/2020,17,1,7,9,1786,97,532,1157,Indonesia
5/28/2020,168,13,55,100,4321,546,1771,2004,Indonesia
5/28/2020,1,0,0,1,184,4,46,134,Indonesia
5/28/2020,114,1,2,111,815,74,83,658,Indonesia
5/28/2020,6,0,0,6,334,17,152,165,Indonesia
5/28/2020,1,0,6,-5,281,3,135,143,Indonesia
5/28/2020,0,0,1,-1,165,2,70,93,Indonesia
5/28/2020,0,0,0,0,43,1,28,14,Indonesia
5/28/2020,13,1,7,5,174,15,100,59,Indonesia
5/28/2020,0,0,0,0,119,12,54,53,Indonesia
5/28/2020,18,0,1,17,188,8,35,145,Indonesia
5/28/2020,9,1,0,8,128,7,23,98,Indonesia
5/28/2020,25,1,1,23,562,10,272,280,Indonesia
5/28/2020,0,0,0,0,88,1,10,77,Indonesia
5/28/2020,4,0,0,4,580,7,70,503,Indonesia
5/28/2020,20,0,2,18,152,2,38,112,Indonesia
5/28/2020,0,0,3,-3,114,6,85,23,Indonesia
5/28/2020,0,0,2,-2,88,2,34,52,Indonesia
5/28/2020,45,0,2,43,1422,65,521,836,Indonesia
5/28/2020,6,0,2,4,126,4,52,70,Indonesia
5/28/2020,14,0,1,13,240,4,109,127,Indonesia
5/28/2020,16,0,2,14,297,34,38,225,Indonesia
5/28/2020,4,0,8,-4,541,26,248,267,Indonesia
5/28/2020,27,0,14,13,939,31,136,772,Indonesia
5/28/2020,30,1,2,27,362,38,118,206,Indonesia
5/29/2020,0,0,0,0,20,1,17,2,Indonesia
5/29/2020,23,0,4,19,439,3,202,234,Indonesia
5/29/2020,13,0,12,1,802,73,598,131,Indonesia
5/29/2020,1,0,2,-1,72,3,23,46,Indonesia
5/29/2020,125,0,38,87,6832,487,1689,4656,Indonesia
5/29/2020,2,0,6,-4,229,8,162,59,Indonesia
5/29/2020,3,0,4,-1,69,3,27,39,Indonesia
5/29/2020,678,24,252,402,25216,1520,6492,17204,Indonesia
5/29/2020,0,0,0,0,97,0,15,82,Indonesia
5/29/2020,56,1,21,34,2555,154,775,1626,Indonesia
5/29/2020,19,1,64,-46,1805,98,596,1111,Indonesia
5/29/2020,132,8,52,72,4453,554,1823,2076,Indonesia
5/29/2020,0,0,3,-3,184,4,49,131,Indonesia
5/29/2020,73,5,15,53,888,79,98,711,Indonesia
5/29/2020,29,0,7,22,363,17,159,187,Indonesia
5/29/2020,4,0,9,-5,285,3,144,138,Indonesia
5/29/2020,0,0,2,-2,165,2,72,91,Indonesia
5/29/2020,0,0,0,0,43,1,28,14,Indonesia
5/29/2020,3,0,5,-2,177,15,105,57,Indonesia
5/29/2020,13,0,0,13,132,12,54,66,Indonesia
5/29/2020,27,0,0,27,215,8,35,172,Indonesia
5/29/2020,11,0,0,11,139,7,23,109,Indonesia
5/29/2020,28,0,3,25,590,10,275,305,Indonesia
5/29/2020,2,0,3,-1,90,1,13,76,Indonesia
5/29/2020,56,0,0,56,636,7,70,559,Indonesia
5/29/2020,6,0,4,2,158,2,42,114,Indonesia
5/29/2020,6,0,4,2,120,6,89,25,Indonesia
5/29/2020,0,0,0,0,88,2,34,52,Indonesia
5/29/2020,41,3,12,26,1463,68,533,862,Indonesia
5/29/2020,0,0,0,0,126,4,52,70,Indonesia
5/29/2020,1,0,3,-2,241,4,112,125,Indonesia
5/29/2020,9,1,1,7,306,35,39,232,Indonesia
5/29/2020,0,0,6,-6,541,26,254,261,Indonesia
5/29/2020,12,1,0,11,951,32,136,783,Indonesia
5/29/2020,38,0,0,38,400,38,118,244,Indonesia
5/30/2020,0,0,0,0,20,1,17,2,Indonesia
5/30/2020,12,0,6,6,451,3,208,240,Indonesia
5/30/2020,14,0,25,-11,816,73,623,120,Indonesia
5/30/2020,14,0,0,14,86,3,23,60,Indonesia
5/30/2020,108,7,255,-154,6940,494,1944,4502,Indonesia
5/30/2020,3,0,1,2,232,8,163,61,Indonesia
5/30/2020,1,2,0,-1,70,5,27,38,Indonesia
5/30/2020,557,53,523,-19,25773,1573,7015,17185,Indonesia
5/30/2020,0,0,0,0,97,0,15,82,Indonesia
5/30/2020,33,0,9,24,2588,154,784,1650,Indonesia
5/30/2020,29,0,26,3,1834,98,622,1114,Indonesia
5/30/2020,180,12,54,114,4633,566,1877,2190,Indonesia
5/30/2020,0,0,0,0,184,4,49,131,Indonesia
5/30/2020,3,0,2,1,891,79,100,712,Indonesia
5/30/2020,31,2,6,23,394,19,165,210,Indonesia
5/30/2020,6,0,18,-12,291,3,162,126,Indonesia
5/30/2020,0,0,0,0,165,2,72,91,Indonesia
5/30/2020,3,0,0,3,46,1,28,17,Indonesia
5/30/2020,18,0,0,18,195,15,105,75,Indonesia
5/30/2020,1,0,11,-10,133,12,65,56,Indonesia
5/30/2020,0,0,1,-1,215,8,36,171,Indonesia
5/30/2020,7,0,6,1,146,7,29,110,Indonesia
5/30/2020,4,0,3,1,594,10,278,306,Indonesia
5/30/2020,1,0,0,1,91,1,13,77,Indonesia
5/30/2020,18,0,0,18,654,7,70,577,Indonesia
5/30/2020,4,0,7,-3,162,2,49,111,Indonesia
5/30/2020,0,0,1,-1,120,6,90,24,Indonesia
5/30/2020,0,0,0,0,88,2,34,52,Indonesia
5/30/2020,40,1,31,8,1503,69,564,870,Indonesia
5/30/2020,0,0,0,0,126,4,52,70,Indonesia
5/30/2020,0,0,0,0,241,4,112,125,Indonesia
5/30/2020,16,0,1,15,322,35,40,247,Indonesia
5/30/2020,11,0,6,5,552,26,260,266,Indonesia
5/30/2020,11,4,66,-59,962,36,202,724,Indonesia
5/30/2020,6,4,5,-3,406,42,123,241,Indonesia
5/31/2020,0,0,0,0,20,1,17,2,Indonesia
5/31/2020,10,0,0,10,461,3,208,250,Indonesia
5/31/2020,3,0,0,3,819,73,623,123,Indonesia
5/31/2020,5,0,0,5,91,3,23,65,Indonesia
5/31/2020,113,1,70,42,7053,495,2014,4544,Indonesia
5/31/2020,3,0,7,-4,235,8,170,57,Indonesia
5/31/2020,25,1,3,21,95,6,30,59,Indonesia
5/31/2020,700,40,293,367,26473,1613,7308,17552,Indonesia
5/31/2020,0,0,0,0,97,0,15,82,Indonesia
5/31/2020,10,0,4,6,2598,154,788,1656,Indonesia
5/31/2020,45,0,10,35,1879,98,632,1149,Indonesia
5/31/2020,232,16,203,13,4865,582,2080,2203,Indonesia
5/31/2020,5,0,5,0,189,4,54,131,Indonesia
5/31/2020,26,6,0,20,917,85,100,732,Indonesia
5/31/2020,12,0,0,12,406,19,165,222,Indonesia
5/31/2020,4,0,11,-7,295,3,173,119,Indonesia
5/31/2020,0,0,0,0,165,2,72,91,Indonesia
5/31/2020,1,0,1,0,47,1,29,17,Indonesia
5/31/2020,0,1,0,-1,195,16,105,74,Indonesia
5/31/2020,1,0,4,-3,134,12,69,53,Indonesia
5/31/2020,8,0,0,8,223,8,36,179,Indonesia
5/31/2020,7,3,0,4,153,10,29,114,Indonesia
5/31/2020,42,0,12,30,636,10,290,336,Indonesia
5/31/2020,1,0,2,-1,92,1,15,76,Indonesia
5/31/2020,17,0,0,17,671,7,70,594,Indonesia
5/31/2020,6,0,6,0,168,2,55,111,Indonesia
5/31/2020,0,0,3,-3,120,6,93,21,Indonesia
5/31/2020,4,0,7,-3,92,2,41,49,Indonesia
5/31/2020,32,2,32,-2,1535,71,596,868,Indonesia
5/31/2020,2,0,9,-7,128,4,61,63,Indonesia
5/31/2020,3,0,9,-6,244,4,121,119,Indonesia
5/31/2020,17,2,11,4,339,37,51,251,Indonesia
5/31/2020,15,0,9,6,567,26,269,272,Indonesia
5/31/2020,19,0,11,8,981,36,213,732,Indonesia
5/31/2020,3,0,23,-20,409,42,146,221,Indonesia
6/1/2020,0,0,0,0,20,1,17,2,Indonesia
6/1/2020,17,1,4,12,478,4,212,262,Indonesia
6/1/2020,7,1,11,-5,826,74,634,118,Indonesia
6/1/2020,0,0,3,-3,91,3,26,62,Indonesia
6/1/2020,157,2,185,-30,7210,497,2199,4514,Indonesia
6/1/2020,1,0,0,1,236,8,170,58,Indonesia
6/1/2020,0,0,0,0,95,6,30,59,Indonesia
6/1/2020,467,28,329,110,26940,1641,7637,17662,Indonesia
6/1/2020,0,0,5,-5,97,0,20,77,Indonesia
6/1/2020,8,0,4,4,2606,154,792,1660,Indonesia
6/1/2020,27,2,11,14,1906,100,643,1163,Indonesia
6/1/2020,95,16,96,-17,4960,598,2176,2186,Indonesia
6/1/2020,7,0,3,4,196,4,57,135,Indonesia
6/1/2020,29,1,0,28,946,86,100,760,Indonesia
6/1/2020,9,0,1,8,415,19,166,230,Indonesia
6/1/2020,2,0,3,-1,297,3,176,118,Indonesia
6/1/2020,0,0,8,-8,165,2,80,83,Indonesia
6/1/2020,0,0,0,0,47,1,29,17,Indonesia
6/1/2020,0,0,0,0,195,16,105,74,Indonesia
6/1/2020,2,0,5,-3,136,12,74,50,Indonesia
6/1/2020,0,0,0,0,223,8,36,179,Indonesia
6/1/2020,7,3,2,2,160,13,31,116,Indonesia
6/1/2020,16,0,1,15,652,10,291,351,Indonesia
6/1/2020,5,0,0,5,97,1,15,81,Indonesia
6/1/2020,41,0,0,41,712,7,70,635,Indonesia
6/1/2020,0,0,0,0,168,2,55,111,Indonesia
6/1/2020,0,0,1,-1,120,6,94,20,Indonesia
6/1/2020,0,0,0,0,92,2,41,49,Indonesia
6/1/2020,45,1,30,14,1580,72,626,882,Indonesia
6/1/2020,0,0,0,0,128,4,61,63,Indonesia
6/1/2020,0,0,0,0,244,4,121,119,Indonesia
6/1/2020,0,1,1,-2,339,38,52,249,Indonesia
6/1/2020,0,0,2,-2,567,26,271,270,Indonesia
6/1/2020,12,0,9,3,993,36,222,735,Indonesia
6/1/2020,8,0,3,5,417,42,149,226,Indonesia
6/2/2020,0,0,0,0,20,1,17,2,Indonesia
6/2/2020,5,0,1,4,483,4,213,266,Indonesia
6/2/2020,14,0,21,-7,840,74,655,111,Indonesia
6/2/2020,1,0,0,1,92,3,26,63,Indonesia
6/2/2020,59,0,120,-61,7269,497,2319,4453,Indonesia
6/2/2020,0,0,1,-1,236,8,171,57,Indonesia
6/2/2020,14,0,3,11,109,6,33,70,Indonesia
6/2/2020,609,22,298,289,27549,1663,7935,17951,Indonesia
6/2/2020,0,0,0,0,97,0,20,77,Indonesia
6/2/2020,26,4,45,-23,2632,158,837,1637,Indonesia
6/2/2020,36,0,13,23,1942,100,656,1186,Indonesia
6/2/2020,171,19,298,-146,5131,617,2474,2040,Indonesia
6/2/2020,0,0,0,0,196,4,57,135,Indonesia
6/2/2020,21,3,2,16,967,89,102,776,Indonesia
6/2/2020,9,1,17,-9,424,20,183,221,Indonesia
6/2/2020,1,0,1,0,298,3,177,118,Indonesia
6/2/2020,0,0,2,-2,165,2,82,81,Indonesia
6/2/2020,4,0,1,3,51,1,30,20,Indonesia
6/2/2020,12,0,0,12,207,16,105,86,Indonesia
6/2/2020,0,0,6,-6,136,12,80,44,Indonesia
6/2/2020,0,0,19,-19,223,8,55,160,Indonesia
6/2/2020,14,1,0,13,174,14,31,129,Indonesia
6/2/2020,18,2,0,16,670,12,291,367,Indonesia
6/2/2020,0,0,0,0,97,1,15,81,Indonesia
6/2/2020,99,1,10,88,811,8,80,723,Indonesia
6/2/2020,4,0,0,4,172,2,55,115,Indonesia
6/2/2020,0,0,3,-3,120,6,97,17,Indonesia
6/2/2020,0,0,8,-8,92,2,49,41,Indonesia
6/2/2020,42,0,0,42,1622,72,626,924,Indonesia
6/2/2020,0,0,0,0,128,4,61,63,Indonesia
6/2/2020,0,0,3,-3,244,4,124,116,Indonesia
6/2/2020,15,1,0,14,354,39,52,263,Indonesia
6/2/2020,7,0,5,2,574,26,276,272,Indonesia
6/2/2020,26,0,2,24,1019,36,224,759,Indonesia
6/2/2020,1,0,2,-1,418,42,151,225,Indonesia
6/3/2020,0,0,1,-1,20,1,18,1,Indonesia
6/3/2020,3,0,3,0,486,4,216,266,Indonesia
6/3/2020,71,0,25,46,911,74,680,157,Indonesia
6/3/2020,0,0,0,0,92,3,26,63,Indonesia
6/3/2020,91,5,181,-95,7360,502,2500,4358,Indonesia
6/3/2020,0,0,1,-1,236,8,172,56,Indonesia
6/3/2020,10,0,0,10,119,6,33,80,Indonesia
6/3/2020,684,35,471,178,28233,1698,8406,18129,Indonesia
6/3/2020,0,0,7,-7,97,0,27,70,Indonesia
6/3/2020,3,3,43,-43,2635,161,880,1594,Indonesia
6/3/2020,40,4,11,25,1982,104,667,1211,Indonesia
6/3/2020,173,13,304,-144,5304,630,2778,1896,Indonesia
6/3/2020,6,0,24,-18,202,4,81,117,Indonesia
6/3/2020,64,3,0,61,1031,92,102,837,Indonesia
6/3/2020,28,4,7,17,452,24,190,238,Indonesia
6/3/2020,12,0,2,10,310,3,179,128,Indonesia
6/3/2020,0,0,7,-7,165,2,89,74,Indonesia
6/3/2020,12,0,3,9,63,1,33,29,Indonesia
6/3/2020,0,0,1,-1,207,16,106,85,Indonesia
6/3/2020,0,0,4,-4,136,12,84,40,Indonesia
6/3/2020,15,0,0,15,238,8,55,175,Indonesia
6/3/2020,2,1,1,0,176,15,32,129,Indonesia
6/3/2020,15,1,5,9,685,13,296,376,Indonesia
6/3/2020,1,0,0,1,98,1,15,82,Indonesia
6/3/2020,46,0,0,46,857,8,80,769,Indonesia
6/3/2020,0,0,0,0,172,2,55,115,Indonesia
6/3/2020,0,0,4,-4,120,6,101,13,Indonesia
6/3/2020,0,0,0,0,92,2,49,41,Indonesia
6/3/2020,37,0,11,26,1659,72,637,950,Indonesia
6/3/2020,1,0,3,-2,129,4,64,61,Indonesia
6/3/2020,7,0,7,0,251,4,131,116,Indonesia
6/3/2020,23,4,4,15,377,43,56,278,Indonesia
6/3/2020,9,0,5,4,583,26,281,276,Indonesia
6/3/2020,10,0,22,-12,1029,36,246,747,Indonesia
6/3/2020,26,2,9,15,444,44,160,240,Indonesia
6/4/2020,0,0,0,0,20,1,18,1,Indonesia
6/4/2020,20,0,8,12,506,4,224,278,Indonesia
6/4/2020,10,0,11,-1,921,74,691,156,Indonesia
6/4/2020,0,0,0,0,92,3,26,63,Indonesia
6/4/2020,109,0,21,88,7469,502,2521,4446,Indonesia
6/4/2020,0,0,3,-3,236,8,175,53,Indonesia
6/4/2020,3,0,1,2,122,6,34,82,Indonesia
6/4/2020,585,23,486,76,28818,1721,8892,18205,Indonesia
6/4/2020,2,0,0,2,99,0,27,72,Indonesia
6/4/2020,11,1,26,-16,2646,162,906,1578,Indonesia
6/4/2020,46,4,16,26,2028,108,683,1237,Indonesia
6/4/2020,107,15,179,-87,5411,645,2957,1809,Indonesia
6/4/2020,0,0,15,-15,202,4,96,102,Indonesia
6/4/2020,109,0,3,106,1140,92,105,943,Indonesia
6/4/2020,13,0,0,13,465,24,190,251,Indonesia
6/4/2020,6,0,7,-1,316,3,186,127,Indonesia
6/4/2020,0,0,0,0,165,2,89,74,Indonesia
6/4/2020,10,0,2,8,73,1,35,37,Indonesia
6/4/2020,11,0,1,10,218,16,107,95,Indonesia
6/4/2020,4,0,3,1,140,12,87,41,Indonesia
6/4/2020,0,0,7,-7,238,8,62,168,Indonesia
6/4/2020,1,2,0,-1,177,17,32,128,Indonesia
6/4/2020,20,4,2,14,705,17,298,390,Indonesia
6/4/2020,0,0,0,0,98,1,15,82,Indonesia
6/4/2020,17,0,0,17,874,8,80,786,Indonesia
6/4/2020,1,0,2,-1,173,2,57,114,Indonesia
6/4/2020,0,0,2,-2,120,6,103,11,Indonesia
6/4/2020,0,0,0,0,92,2,49,41,Indonesia
6/4/2020,54,4,3,47,1713,76,640,997,Indonesia
6/4/2020,0,0,6,-6,129,4,70,55,Indonesia
6/4/2020,1,1,0,0,252,5,131,116,Indonesia
6/4/2020,4,1,6,-3,381,44,62,275,Indonesia
6/4/2020,11,0,35,-24,594,26,316,252,Indonesia
6/4/2020,27,3,17,7,1056,39,263,754,Indonesia
6/4/2020,44,1,7,36,488,45,167,276,Indonesia
6/5/2020,0,0,0,0,20,1,18,1,Indonesia
6/5/2020,14,0,4,10,520,4,228,288,Indonesia
6/5/2020,24,1,25,-2,945,75,716,154,Indonesia
6/5/2020,0,1,0,-1,92,4,26,62,Indonesia
6/5/2020,70,1,138,-69,7539,503,2659,4377,Indonesia
6/5/2020,1,0,6,-5,237,8,181,48,Indonesia
6/5/2020,0,0,4,-4,122,6,38,78,Indonesia
6/5/2020,703,49,551,103,29521,1770,9443,18308,Indonesia
6/5/2020,2,0,0,2,101,0,27,74,Indonesia
6/5/2020,22,1,37,-16,2668,163,943,1562,Indonesia
6/5/2020,77,9,42,26,2105,117,725,1263,Indonesia
6/5/2020,144,22,172,-50,5555,667,3129,1759,Indonesia
6/5/2020,3,0,15,-12,205,4,111,90,Indonesia
6/5/2020,71,2,0,69,1211,94,105,1012,Indonesia
6/5/2020,15,2,0,13,480,26,190,264,Indonesia
6/5/2020,1,0,0,1,317,3,186,128,Indonesia
6/5/2020,2,0,5,-3,167,2,94,71,Indonesia
6/5/2020,9,0,0,9,82,1,35,46,Indonesia
6/5/2020,3,0,11,-8,221,16,118,87,Indonesia
6/5/2020,1,0,11,-10,141,12,98,31,Indonesia
6/5/2020,16,0,2,14,254,8,64,182,Indonesia
6/5/2020,1,0,0,1,178,17,32,129,Indonesia
6/5/2020,52,3,0,49,757,20,298,439,Indonesia
6/5/2020,0,0,0,0,98,1,15,82,Indonesia
6/5/2020,42,0,0,42,916,8,80,828,Indonesia
6/5/2020,2,0,17,-15,175,2,74,99,Indonesia
6/5/2020,0,0,2,-2,120,6,105,9,Indonesia
6/5/2020,0,0,1,-1,92,2,50,40,Indonesia
6/5/2020,53,14,34,5,1766,90,674,1002,Indonesia
6/5/2020,7,0,8,-1,136,4,78,54,Indonesia
6/5/2020,5,0,10,-5,257,5,141,111,Indonesia
6/5/2020,10,1,0,9,391,45,62,284,Indonesia
6/5/2020,13,1,21,-9,607,27,337,243,Indonesia
6/5/2020,17,3,19,-5,1073,42,282,749,Indonesia
6/5/2020,48,1,5,42,536,46,172,318,Indonesia
6/6/2020,0,0,0,0,20,1,18,1,Indonesia
6/6/2020,33,0,1,32,553,4,229,320,Indonesia
6/6/2020,36,1,6,29,981,76,722,183,Indonesia
6/6/2020,0,0,12,-12,92,4,38,50,Indonesia
6/6/2020,117,0,86,31,7656,503,2745,4408,Indonesia
6/6/2020,4,0,5,-1,241,8,186,47,Indonesia
6/6/2020,5,0,21,-16,127,6,59,62,Indonesia
6/6/2020,993,31,464,498,30514,1801,9907,18806,Indonesia
6/6/2020,2,0,0,2,103,0,27,76,Indonesia
6/6/2020,8,0,17,-9,2676,163,960,1553,Indonesia
6/6/2020,63,2,22,39,2168,119,747,1302,Indonesia
6/6/2020,84,19,117,-52,5639,686,3246,1707,Indonesia
6/6/2020,5,0,5,0,210,4,116,90,Indonesia
6/6/2020,33,2,4,27,1244,96,109,1039,Indonesia
6/6/2020,15,0,0,15,495,26,190,279,Indonesia
6/6/2020,10,0,22,-12,327,3,208,116,Indonesia
6/6/2020,1,0,14,-13,168,2,108,58,Indonesia
6/6/2020,17,0,1,16,99,1,36,62,Indonesia
6/6/2020,4,0,5,-1,225,16,123,86,Indonesia
6/6/2020,2,0,3,-1,143,12,101,30,Indonesia
6/6/2020,7,0,3,4,261,8,67,186,Indonesia
6/6/2020,7,0,3,4,185,17,35,133,Indonesia
6/6/2020,41,1,12,28,798,21,310,467,Indonesia
6/6/2020,0,0,0,0,98,1,15,82,Indonesia
6/6/2020,86,0,0,86,1002,8,80,914,Indonesia
6/6/2020,3,0,0,3,178,2,74,102,Indonesia
6/6/2020,1,0,0,1,121,6,105,10,Indonesia
6/6/2020,0,0,8,-8,92,2,58,32,Indonesia
6/6/2020,65,0,0,65,1831,90,674,1067,Indonesia
6/6/2020,3,0,9,-6,139,4,87,48,Indonesia
6/6/2020,0,0,3,-3,257,5,144,108,Indonesia
6/6/2020,79,1,0,78,470,46,62,362,Indonesia
6/6/2020,11,0,3,8,618,27,340,251,Indonesia
6/6/2020,28,1,14,13,1101,43,296,762,Indonesia
6/6/2020,67,0,7,60,603,46,179,378,Indonesia
6/7/2020,0,0,0,0,20,1,18,1,Indonesia
6/7/2020,25,0,1,24,578,4,230,344,Indonesia
6/7/2020,10,1,2,7,991,77,724,190,Indonesia
6/7/2020,0,0,3,-3,92,4,41,47,Indonesia
6/7/2020,168,4,287,-123,7824,507,3032,4285,Indonesia
6/7/2020,2,0,2,0,243,8,188,47,Indonesia
6/7/2020,8,0,4,4,135,6,63,66,Indonesia
6/7/2020,672,50,591,31,31186,1851,10498,18837,Indonesia
6/7/2020,0,0,0,0,103,0,27,76,Indonesia
6/7/2020,34,0,18,16,2710,163,978,1569,Indonesia
6/7/2020,82,22,17,43,2250,141,764,1345,Indonesia
6/7/2020,270,18,147,105,5909,704,3393,1812,Indonesia
6/7/2020,0,0,0,0,210,4,116,90,Indonesia
6/7/2020,38,3,0,35,1282,99,109,1074,Indonesia
6/7/2020,1,0,10,-9,496,26,200,270,Indonesia
6/7/2020,2,0,4,-2,329,3,212,114,Indonesia
6/7/2020,1,0,11,-10,169,2,119,48,Indonesia
6/7/2020,4,0,1,3,103,1,37,65,Indonesia
6/7/2020,1,0,0,1,226,16,123,87,Indonesia
6/7/2020,1,0,1,0,144,12,102,30,Indonesia
6/7/2020,8,0,0,8,269,8,67,194,Indonesia
6/7/2020,1,0,0,1,186,17,35,134,Indonesia
6/7/2020,10,0,14,-4,808,21,324,463,Indonesia
6/7/2020,0,0,0,0,98,1,15,82,Indonesia
6/7/2020,54,0,0,54,1056,8,80,968,Indonesia
