Entity,Code,Day,total_vaccinations
Libya,LBY,6/12/2021,330260
Libya,LBY,6/16/2021,351408
Libya,LBY,6/23/2021,370066
Libya,LBY,6/29/2021,379404
Libya,LBY,7/8/2021,393688
Libya,LBY,7/11/2021,425119
Libya,LBY,7/18/2021,480116
Libya,LBY,7/25/2021,530808
Libya,LBY,7/28/2021,546745
Libya,LBY,8/4/2021,712213
Libya,LBY,8/5/2021,737417
Libya,LBY,8/9/2021,764233
Libya,LBY,8/18/2021,889957
Libya,LBY,8/25/2021,1022882
Libya,LBY,8/26/2021,1031060
Libya,LBY,9/1/2021,1130485
Libya,LBY,9/9/2021,1274076
Libya,LBY,9/10/2021,1322307
Libya,LBY,9/15/2021,1381309
Libya,LBY,9/19/2021,1464304
Libya,LBY,9/22/2021,1501622
Libya,LBY,9/25/2021,1546967
Libya,LBY,9/28/2021,1586055
Libya,LBY,10/2/2021,1637401
Libya,LBY,10/7/2021,1666086
Libya,LBY,10/9/2021,1689252
Libya,LBY,10/14/2021,1739046
Libya,LBY,10/17/2021,1799014
Libya,LBY,10/21/2021,1809365
Libya,LBY,10/24/2021,1863974
Libya,LBY,10/28/2021,1900831
Libya,LBY,10/31/2021,1988280
Libya,LBY,11/4/2021,2020518
Libya,LBY,11/6/2021,2070595
Libya,LBY,11/10/2021,2096601
Libya,LBY,11/14/2021,2149880
Libya,LBY,11/18/2021,2178584
Libya,LBY,11/21/2021,2234121
Libya,LBY,11/24/2021,2291638
Libya,LBY,11/28/2021,2335862
Libya,LBY,12/2/2021,2377003
Liechtenstein,LIE,12/21/2020,0
Liechtenstein,LIE,12/22/2020,0
Liechtenstein,LIE,12/23/2020,0
Liechtenstein,LIE,12/24/2020,0
Liechtenstein,LIE,12/25/2020,0
Liechtenstein,LIE,12/26/2020,0
Liechtenstein,LIE,12/27/2020,0
Liechtenstein,LIE,12/28/2020,0
Liechtenstein,LIE,12/29/2020,0
Liechtenstein,LIE,12/30/2020,0
Liechtenstein,LIE,12/31/2020,0
Liechtenstein,LIE,1/1/2021,0
Liechtenstein,LIE,1/2/2021,0
Liechtenstein,LIE,1/3/2021,0
Liechtenstein,LIE,1/4/2021,2
Liechtenstein,LIE,1/5/2021,2
Liechtenstein,LIE,1/6/2021,5
Liechtenstein,LIE,1/7/2021,6
Liechtenstein,LIE,1/8/2021,6
Liechtenstein,LIE,1/9/2021,6
Liechtenstein,LIE,1/10/2021,6
Liechtenstein,LIE,1/11/2021,7
Liechtenstein,LIE,1/12/2021,17
Liechtenstein,LIE,1/13/2021,17
Liechtenstein,LIE,1/14/2021,24
Liechtenstein,LIE,1/15/2021,44
Liechtenstein,LIE,1/16/2021,46
Liechtenstein,LIE,1/17/2021,46
Liechtenstein,LIE,1/18/2021,126
Liechtenstein,LIE,1/19/2021,211
Liechtenstein,LIE,1/20/2021,264
Liechtenstein,LIE,1/21/2021,322
Liechtenstein,LIE,1/22/2021,375
Liechtenstein,LIE,1/23/2021,380
Liechtenstein,LIE,1/24/2021,380
Liechtenstein,LIE,1/25/2021,452
Liechtenstein,LIE,1/26/2021,527
Liechtenstein,LIE,1/27/2021,536
Liechtenstein,LIE,1/28/2021,663
Liechtenstein,LIE,1/29/2021,841
Liechtenstein,LIE,1/30/2021,841
Liechtenstein,LIE,1/31/2021,841
Liechtenstein,LIE,2/1/2021,841
Liechtenstein,LIE,2/2/2021,841
Liechtenstein,LIE,2/3/2021,846
Liechtenstein,LIE,2/4/2021,878
Liechtenstein,LIE,2/5/2021,889
Liechtenstein,LIE,2/6/2021,889
Liechtenstein,LIE,2/7/2021,889
Liechtenstein,LIE,2/8/2021,951
Liechtenstein,LIE,2/9/2021,1026
Liechtenstein,LIE,2/10/2021,1079
Liechtenstein,LIE,2/11/2021,1144
Liechtenstein,LIE,2/12/2021,1174
Liechtenstein,LIE,2/13/2021,1174
Liechtenstein,LIE,2/14/2021,1174
Liechtenstein,LIE,2/15/2021,1249
Liechtenstein,LIE,2/16/2021,1494
Liechtenstein,LIE,2/17/2021,1695
Liechtenstein,LIE,2/18/2021,1815
Liechtenstein,LIE,2/19/2021,1815
Liechtenstein,LIE,2/20/2021,1815
Liechtenstein,LIE,2/21/2021,1815
Liechtenstein,LIE,2/22/2021,2018
Liechtenstein,LIE,2/23/2021,2222
Liechtenstein,LIE,2/24/2021,2222
Liechtenstein,LIE,2/25/2021,2411
Liechtenstein,LIE,2/26/2021,2601
Liechtenstein,LIE,2/27/2021,2601
Liechtenstein,LIE,2/28/2021,2601
Liechtenstein,LIE,3/1/2021,2601
Liechtenstein,LIE,3/2/2021,2601
Liechtenstein,LIE,3/3/2021,2723
Liechtenstein,LIE,3/4/2021,2919
Liechtenstein,LIE,3/5/2021,3128
Liechtenstein,LIE,3/6/2021,3128
Liechtenstein,LIE,3/7/2021,3128
Liechtenstein,LIE,3/8/2021,3128
Liechtenstein,LIE,3/9/2021,3339
Liechtenstein,LIE,3/10/2021,3540
Liechtenstein,LIE,3/11/2021,3779
Liechtenstein,LIE,3/12/2021,3779
Liechtenstein,LIE,3/13/2021,3779
Liechtenstein,LIE,3/14/2021,3779
Liechtenstein,LIE,3/15/2021,3789
Liechtenstein,LIE,3/16/2021,4004
Liechtenstein,LIE,3/17/2021,4236
Liechtenstein,LIE,3/18/2021,4366
Liechtenstein,LIE,3/19/2021,4366
Liechtenstein,LIE,3/20/2021,4366
Liechtenstein,LIE,3/21/2021,4366
Liechtenstein,LIE,3/22/2021,4569
Liechtenstein,LIE,3/23/2021,4772
Liechtenstein,LIE,3/24/2021,5011
Liechtenstein,LIE,3/25/2021,5251
Liechtenstein,LIE,3/26/2021,5490
Liechtenstein,LIE,3/27/2021,5490
Liechtenstein,LIE,3/28/2021,5490
Liechtenstein,LIE,3/29/2021,5729
Liechtenstein,LIE,3/30/2021,5979
Liechtenstein,LIE,3/31/2021,6101
Liechtenstein,LIE,4/1/2021,6298
Liechtenstein,LIE,4/2/2021,6504
Liechtenstein,LIE,4/3/2021,6504
Liechtenstein,LIE,4/4/2021,6504
Liechtenstein,LIE,4/5/2021,6504
Liechtenstein,LIE,4/6/2021,6714
Liechtenstein,LIE,4/7/2021,6914
Liechtenstein,LIE,4/8/2021,7154
Liechtenstein,LIE,4/9/2021,7414
Liechtenstein,LIE,4/10/2021,7414
Liechtenstein,LIE,4/11/2021,7414
Liechtenstein,LIE,4/12/2021,7693
Liechtenstein,LIE,4/13/2021,7968
Liechtenstein,LIE,4/14/2021,8275
Liechtenstein,LIE,4/15/2021,8572
Liechtenstein,LIE,4/16/2021,8860
Liechtenstein,LIE,4/17/2021,8860
Liechtenstein,LIE,4/18/2021,8860
Liechtenstein,LIE,4/19/2021,9418
Liechtenstein,LIE,4/20/2021,9959
Liechtenstein,LIE,4/21/2021,10457
Liechtenstein,LIE,4/22/2021,10960
Liechtenstein,LIE,4/23/2021,11457
Liechtenstein,LIE,4/24/2021,11457
Liechtenstein,LIE,4/25/2021,11457
Liechtenstein,LIE,4/26/2021,11697
Liechtenstein,LIE,4/27/2021,11946
Liechtenstein,LIE,4/28/2021,12219
Liechtenstein,LIE,4/29/2021,12488
Liechtenstein,LIE,4/30/2021,12998
Liechtenstein,LIE,5/1/2021,12998
Liechtenstein,LIE,5/2/2021,12998
Liechtenstein,LIE,5/3/2021,13277
Liechtenstein,LIE,5/4/2021,13549
Liechtenstein,LIE,5/5/2021,13829
Liechtenstein,LIE,5/6/2021,14109
Liechtenstein,LIE,5/7/2021,14369
Liechtenstein,LIE,5/8/2021,14369
Liechtenstein,LIE,5/9/2021,14369
Liechtenstein,LIE,5/10/2021,14929
Liechtenstein,LIE,5/11/2021,15469
Liechtenstein,LIE,5/12/2021,15765
Liechtenstein,LIE,5/13/2021,16051
Liechtenstein,LIE,5/14/2021,16333
Liechtenstein,LIE,5/15/2021,16333
Liechtenstein,LIE,5/16/2021,16333
Liechtenstein,LIE,5/17/2021,16892
Liechtenstein,LIE,5/18/2021,17437
Liechtenstein,LIE,5/19/2021,17978
Liechtenstein,LIE,5/20/2021,18520
Liechtenstein,LIE,5/21/2021,19078
Liechtenstein,LIE,5/22/2021,19078
Liechtenstein,LIE,5/23/2021,19078
Liechtenstein,LIE,5/24/2021,19078
Liechtenstein,LIE,5/25/2021,19637
Liechtenstein,LIE,5/26/2021,20184
Liechtenstein,LIE,5/27/2021,20752
Liechtenstein,LIE,5/28/2021,21281
Liechtenstein,LIE,5/29/2021,21281
Liechtenstein,LIE,5/30/2021,21281
Liechtenstein,LIE,5/31/2021,21836
Liechtenstein,LIE,6/1/2021,22385
Liechtenstein,LIE,6/2/2021,22944
Liechtenstein,LIE,6/3/2021,23494
Liechtenstein,LIE,6/4/2021,24054
Liechtenstein,LIE,6/5/2021,24054
Liechtenstein,LIE,6/6/2021,24054
Liechtenstein,LIE,6/7/2021,24634
Liechtenstein,LIE,6/8/2021,25212
Liechtenstein,LIE,6/9/2021,25780
Liechtenstein,LIE,6/10/2021,26350
Liechtenstein,LIE,6/11/2021,26928
Liechtenstein,LIE,6/12/2021,26928
Liechtenstein,LIE,6/13/2021,26928
Liechtenstein,LIE,6/14/2021,27489
Liechtenstein,LIE,6/15/2021,28046
Liechtenstein,LIE,6/16/2021,28606
Liechtenstein,LIE,6/17/2021,29156
Liechtenstein,LIE,6/18/2021,29736
Liechtenstein,LIE,6/19/2021,29736
Liechtenstein,LIE,6/20/2021,29736
Liechtenstein,LIE,6/21/2021,29736
Liechtenstein,LIE,6/22/2021,30261
Liechtenstein,LIE,6/23/2021,30557
Liechtenstein,LIE,6/24/2021,31075
Liechtenstein,LIE,6/25/2021,31353
Liechtenstein,LIE,6/26/2021,31353
Liechtenstein,LIE,6/27/2021,31353
Liechtenstein,LIE,6/28/2021,31642
Liechtenstein,LIE,6/29/2021,31941
Liechtenstein,LIE,6/30/2021,32483
Liechtenstein,LIE,7/1/2021,33029
Liechtenstein,LIE,7/2/2021,33628
Liechtenstein,LIE,7/3/2021,33628
Liechtenstein,LIE,7/4/2021,33628
Liechtenstein,LIE,7/5/2021,33924
Liechtenstein,LIE,7/6/2021,34462
Liechtenstein,LIE,7/7/2021,35051
Liechtenstein,LIE,7/8/2021,35640
Liechtenstein,LIE,7/9/2021,36245
Liechtenstein,LIE,7/10/2021,36245
Liechtenstein,LIE,7/11/2021,36245
Liechtenstein,LIE,7/12/2021,36828
Liechtenstein,LIE,7/13/2021,37415
Liechtenstein,LIE,7/14/2021,37709
Liechtenstein,LIE,7/15/2021,38256
Liechtenstein,LIE,7/16/2021,38572
Liechtenstein,LIE,7/17/2021,38572
Liechtenstein,LIE,7/18/2021,38572
Liechtenstein,LIE,7/19/2021,38572
Liechtenstein,LIE,7/20/2021,38572
Liechtenstein,LIE,7/21/2021,38572
Liechtenstein,LIE,7/22/2021,38817
Liechtenstein,LIE,7/23/2021,39207
Liechtenstein,LIE,7/24/2021,39207
Liechtenstein,LIE,7/25/2021,39207
Liechtenstein,LIE,7/26/2021,39207
Liechtenstein,LIE,7/27/2021,39207
Liechtenstein,LIE,7/28/2021,39207
Liechtenstein,LIE,7/29/2021,39207
Liechtenstein,LIE,7/30/2021,39207
Liechtenstein,LIE,7/31/2021,39207
Liechtenstein,LIE,8/1/2021,39207
Liechtenstein,LIE,8/2/2021,39207
Liechtenstein,LIE,8/3/2021,39207
Liechtenstein,LIE,8/4/2021,39207
Liechtenstein,LIE,8/5/2021,39207
Liechtenstein,LIE,8/6/2021,39207
Liechtenstein,LIE,8/7/2021,39207
Liechtenstein,LIE,8/8/2021,39207
Liechtenstein,LIE,8/9/2021,39797
Liechtenstein,LIE,8/10/2021,40079
Liechtenstein,LIE,8/11/2021,40393
Liechtenstein,LIE,8/12/2021,40615
Liechtenstein,LIE,8/13/2021,40925
Liechtenstein,LIE,8/14/2021,40925
Liechtenstein,LIE,8/15/2021,40925
Liechtenstein,LIE,8/16/2021,41214
Liechtenstein,LIE,8/17/2021,41499
Liechtenstein,LIE,8/18/2021,41742
Liechtenstein,LIE,8/19/2021,41742
Liechtenstein,LIE,8/20/2021,41742
Liechtenstein,LIE,8/21/2021,42147
Liechtenstein,LIE,8/22/2021,42147
Liechtenstein,LIE,8/23/2021,42293
Liechtenstein,LIE,8/24/2021,42574
Liechtenstein,LIE,8/25/2021,42707
Liechtenstein,LIE,8/26/2021,42844
Liechtenstein,LIE,8/27/2021,43140
Liechtenstein,LIE,8/28/2021,43140
Liechtenstein,LIE,8/29/2021,43140
Liechtenstein,LIE,8/30/2021,43140
Liechtenstein,LIE,8/31/2021,43140
Liechtenstein,LIE,9/1/2021,43140
Liechtenstein,LIE,9/2/2021,43140
Liechtenstein,LIE,9/3/2021,43140
Liechtenstein,LIE,9/4/2021,43140
Liechtenstein,LIE,9/5/2021,43140
Liechtenstein,LIE,9/6/2021,43140
Liechtenstein,LIE,9/7/2021,43296
Liechtenstein,LIE,9/8/2021,43296
Liechtenstein,LIE,9/9/2021,43297
Liechtenstein,LIE,9/10/2021,43607
Liechtenstein,LIE,9/11/2021,43607
Liechtenstein,LIE,9/12/2021,43607
Liechtenstein,LIE,9/13/2021,44253
Liechtenstein,LIE,9/14/2021,44565
Liechtenstein,LIE,9/15/2021,44781
Liechtenstein,LIE,9/16/2021,44791
Liechtenstein,LIE,9/17/2021,44978
Liechtenstein,LIE,9/18/2021,45362
Liechtenstein,LIE,9/19/2021,45362
Liechtenstein,LIE,9/20/2021,45726
Liechtenstein,LIE,9/21/2021,46096
Liechtenstein,LIE,9/22/2021,46235
Liechtenstein,LIE,9/23/2021,46381
Liechtenstein,LIE,9/24/2021,46715
Liechtenstein,LIE,9/25/2021,46715
Liechtenstein,LIE,9/26/2021,46715
Liechtenstein,LIE,9/27/2021,46742
Liechtenstein,LIE,9/28/2021,46834
Liechtenstein,LIE,9/29/2021,46854
Liechtenstein,LIE,9/30/2021,46862
Liechtenstein,LIE,10/1/2021,46890
Liechtenstein,LIE,10/2/2021,46890
Liechtenstein,LIE,10/3/2021,46890
Liechtenstein,LIE,10/4/2021,46909
Liechtenstein,LIE,10/5/2021,46909
Liechtenstein,LIE,10/6/2021,46929
Liechtenstein,LIE,10/7/2021,47052
Liechtenstein,LIE,10/8/2021,47079
Liechtenstein,LIE,10/9/2021,47079
Liechtenstein,LIE,10/10/2021,47079
Liechtenstein,LIE,10/11/2021,47079
Liechtenstein,LIE,10/12/2021,47153
Liechtenstein,LIE,10/13/2021,47174
Liechtenstein,LIE,10/14/2021,47203
Liechtenstein,LIE,10/15/2021,47243
Liechtenstein,LIE,10/16/2021,47243
Liechtenstein,LIE,10/17/2021,47243
Liechtenstein,LIE,10/18/2021,47527
Liechtenstein,LIE,10/19/2021,47957
Liechtenstein,LIE,10/20/2021,48220
Liechtenstein,LIE,10/21/2021,48245
Liechtenstein,LIE,10/22/2021,48291
Liechtenstein,LIE,10/23/2021,48291
Liechtenstein,LIE,10/24/2021,48291
Liechtenstein,LIE,10/25/2021,48413
Liechtenstein,LIE,10/26/2021,48525
Liechtenstein,LIE,10/27/2021,48609
Liechtenstein,LIE,10/28/2021,48691
Liechtenstein,LIE,10/29/2021,48727
Liechtenstein,LIE,10/30/2021,48727
Liechtenstein,LIE,10/31/2021,48727
Liechtenstein,LIE,11/1/2021,48727
Liechtenstein,LIE,11/2/2021,48871
Liechtenstein,LIE,11/3/2021,48960
Liechtenstein,LIE,11/4/2021,49075
Liechtenstein,LIE,11/5/2021,49132
Liechtenstein,LIE,11/6/2021,49132
Liechtenstein,LIE,11/7/2021,49132
Liechtenstein,LIE,11/8/2021,49227
Liechtenstein,LIE,11/9/2021,49276
Liechtenstein,LIE,11/10/2021,49300
Liechtenstein,LIE,11/11/2021,49388
Liechtenstein,LIE,11/12/2021,49466
Liechtenstein,LIE,11/13/2021,49466
Liechtenstein,LIE,11/14/2021,49466
Liechtenstein,LIE,11/15/2021,49487
Liechtenstein,LIE,11/16/2021,49553
Liechtenstein,LIE,11/17/2021,49575
Liechtenstein,LIE,11/18/2021,49673
Liechtenstein,LIE,11/19/2021,49833
Liechtenstein,LIE,11/20/2021,49833
Liechtenstein,LIE,11/21/2021,49833
Liechtenstein,LIE,11/22/2021,50035
Liechtenstein,LIE,11/23/2021,50186
Liechtenstein,LIE,11/24/2021,50484
Liechtenstein,LIE,11/25/2021,50546
Liechtenstein,LIE,11/26/2021,50565
Liechtenstein,LIE,11/27/2021,50586
Liechtenstein,LIE,11/28/2021,50586
Liechtenstein,LIE,11/29/2021,51021
Liechtenstein,LIE,11/30/2021,51124
Liechtenstein,LIE,12/1/2021,51571
Lithuania,LTU,12/27/2020,2417
Lithuania,LTU,12/28/2020,5214
Lithuania,LTU,12/29/2020,8194
Lithuania,LTU,12/30/2020,9725
Lithuania,LTU,12/31/2020,9755
Lithuania,LTU,1/1/2021,9755
Lithuania,LTU,1/2/2021,9755
Lithuania,LTU,1/3/2021,9755
Lithuania,LTU,1/4/2021,9756
Lithuania,LTU,1/5/2021,10378
Lithuania,LTU,1/6/2021,13886
Lithuania,LTU,1/7/2021,18072
Lithuania,LTU,1/8/2021,23271
Lithuania,LTU,1/9/2021,23575
Lithuania,LTU,1/10/2021,23577
Lithuania,LTU,1/11/2021,25790
Lithuania,LTU,1/12/2021,27889
Lithuania,LTU,1/13/2021,34074
Lithuania,LTU,1/14/2021,42744
Lithuania,LTU,1/15/2021,50112
Lithuania,LTU,1/16/2021,51220
Lithuania,LTU,1/17/2021,52358
Lithuania,LTU,1/18/2021,56878
Lithuania,LTU,1/19/2021,63150
Lithuania,LTU,1/20/2021,66615
Lithuania,LTU,1/21/2021,68248
Lithuania,LTU,1/22/2021,68643
Lithuania,LTU,1/23/2021,68645
Lithuania,LTU,1/24/2021,68645
Lithuania,LTU,1/25/2021,68754
Lithuania,LTU,1/26/2021,71916
Lithuania,LTU,1/27/2021,78840
Lithuania,LTU,1/28/2021,85973
Lithuania,LTU,1/29/2021,94079
Lithuania,LTU,1/30/2021,94722
Lithuania,LTU,1/31/2021,94730
Lithuania,LTU,2/1/2021,97640
Lithuania,LTU,2/2/2021,101572
Lithuania,LTU,2/3/2021,108424
Lithuania,LTU,2/4/2021,118335
Lithuania,LTU,2/5/2021,125727
Lithuania,LTU,2/6/2021,126462
Lithuania,LTU,2/7/2021,126559
Lithuania,LTU,2/8/2021,129248
Lithuania,LTU,2/9/2021,132130
Lithuania,LTU,2/10/2021,138322
Lithuania,LTU,2/11/2021,147432
Lithuania,LTU,2/12/2021,154775
Lithuania,LTU,2/13/2021,155225
Lithuania,LTU,2/14/2021,155226
Lithuania,LTU,2/15/2021,159882
Lithuania,LTU,2/16/2021,160422
Lithuania,LTU,2/17/2021,168730
Lithuania,LTU,2/18/2021,180104
Lithuania,LTU,2/19/2021,190629
Lithuania,LTU,2/20/2021,191641
Lithuania,LTU,2/21/2021,191644
Lithuania,LTU,2/22/2021,197123
Lithuania,LTU,2/23/2021,205808
Lithuania,LTU,2/24/2021,217582
Lithuania,LTU,2/25/2021,229472
Lithuania,LTU,2/26/2021,239541
Lithuania,LTU,2/27/2021,240354
Lithuania,LTU,2/28/2021,240808
Lithuania,LTU,3/1/2021,248393
Lithuania,LTU,3/2/2021,257768
Lithuania,LTU,3/3/2021,269814
Lithuania,LTU,3/4/2021,285342
Lithuania,LTU,3/5/2021,299416
Lithuania,LTU,3/6/2021,300044
Lithuania,LTU,3/7/2021,300048
Lithuania,LTU,3/8/2021,309005
Lithuania,LTU,3/9/2021,320939
Lithuania,LTU,3/10/2021,336638
Lithuania,LTU,3/11/2021,337784
Lithuania,LTU,3/12/2021,355778
Lithuania,LTU,3/13/2021,357528
Lithuania,LTU,3/14/2021,357558
Lithuania,LTU,3/15/2021,365599
Lithuania,LTU,3/16/2021,375834
Lithuania,LTU,3/17/2021,386415
Lithuania,LTU,3/18/2021,394851
Lithuania,LTU,3/19/2021,404168
Lithuania,LTU,3/20/2021,404909
Lithuania,LTU,3/21/2021,404946
Lithuania,LTU,3/22/2021,413226
Lithuania,LTU,3/23/2021,426163
Lithuania,LTU,3/24/2021,443839
Lithuania,LTU,3/25/2021,460890
Lithuania,LTU,3/26/2021,477395
Lithuania,LTU,3/27/2021,480551
Lithuania,LTU,3/28/2021,480740
Lithuania,LTU,3/29/2021,488623
Lithuania,LTU,3/30/2021,501575
Lithuania,LTU,3/31/2021,522433
Lithuania,LTU,4/1/2021,540808
Lithuania,LTU,4/2/2021,560703
Lithuania,LTU,4/3/2021,569372
Lithuania,LTU,4/4/2021,571783
Lithuania,LTU,4/5/2021,575508
Lithuania,LTU,4/6/2021,590235
Lithuania,LTU,4/7/2021,603010
Lithuania,LTU,4/8/2021,630022
Lithuania,LTU,4/9/2021,663571
Lithuania,LTU,4/10/2021,679221
Lithuania,LTU,4/11/2021,680956
Lithuania,LTU,4/12/2021,689739
Lithuania,LTU,4/13/2021,708616
Lithuania,LTU,4/14/2021,735475
Lithuania,LTU,4/15/2021,758719
Lithuania,LTU,4/16/2021,779210
Lithuania,LTU,4/17/2021,781729
Lithuania,LTU,4/18/2021,781815
Lithuania,LTU,4/19/2021,787672
Lithuania,LTU,4/20/2021,802968
Lithuania,LTU,4/21/2021,829697
Lithuania,LTU,4/22/2021,855935
Lithuania,LTU,4/23/2021,880634
Lithuania,LTU,4/24/2021,885203
Lithuania,LTU,4/25/2021,885477
Lithuania,LTU,4/26/2021,891661
Lithuania,LTU,4/27/2021,904738
Lithuania,LTU,4/28/2021,920064
Lithuania,LTU,4/29/2021,952800
Lithuania,LTU,4/30/2021,990577
Lithuania,LTU,5/1/2021,1006367
Lithuania,LTU,5/2/2021,1007117
Lithuania,LTU,5/3/2021,1020477
Lithuania,LTU,5/4/2021,1048697
Lithuania,LTU,5/5/2021,1083256
Lithuania,LTU,5/6/2021,1118601
Lithuania,LTU,5/7/2021,1151670
Lithuania,LTU,5/8/2021,1167346
Lithuania,LTU,5/9/2021,1174487
Lithuania,LTU,5/10/2021,1194336
Lithuania,LTU,5/11/2021,1220514
Lithuania,LTU,5/12/2021,1252082
Lithuania,LTU,5/13/2021,1281918
Lithuania,LTU,5/14/2021,1313241
Lithuania,LTU,5/15/2021,1319383
Lithuania,LTU,5/16/2021,1319886
Lithuania,LTU,5/17/2021,1335268
Lithuania,LTU,5/18/2021,1359365
Lithuania,LTU,5/19/2021,1391981
Lithuania,LTU,5/20/2021,1423646
Lithuania,LTU,5/21/2021,1448642
Lithuania,LTU,5/22/2021,1457536
Lithuania,LTU,5/23/2021,1459056
Lithuania,LTU,5/24/2021,1472577
Lithuania,LTU,5/25/2021,1497483
Lithuania,LTU,5/26/2021,1526044
Lithuania,LTU,5/27/2021,1555460
Lithuania,LTU,5/28/2021,1586602
Lithuania,LTU,5/29/2021,1595057
Lithuania,LTU,5/30/2021,1595652
Lithuania,LTU,5/31/2021,1613775
Lithuania,LTU,6/1/2021,1645985
Lithuania,LTU,6/2/2021,1686095
Lithuania,LTU,6/3/2021,1722710
Lithuania,LTU,6/4/2021,1763908
Lithuania,LTU,6/5/2021,1779856
Lithuania,LTU,6/6/2021,1785474
Lithuania,LTU,6/7/2021,1807049
Lithuania,LTU,6/8/2021,1833498
Lithuania,LTU,6/9/2021,1861279
Lithuania,LTU,6/10/2021,1886431
Lithuania,LTU,6/11/2021,1909541
Lithuania,LTU,6/12/2021,1915481
Lithuania,LTU,6/13/2021,1919681
Lithuania,LTU,6/14/2021,1939338
Lithuania,LTU,6/15/2021,1963662
Lithuania,LTU,6/16/2021,1992545
Lithuania,LTU,6/17/2021,2021554
Lithuania,LTU,6/18/2021,2047194
Lithuania,LTU,6/19/2021,2053705
Lithuania,LTU,6/20/2021,2054762
Lithuania,LTU,6/21/2021,2070828
Lithuania,LTU,6/22/2021,2096211
Lithuania,LTU,6/23/2021,2123756
Lithuania,LTU,6/24/2021,2134002
Lithuania,LTU,6/25/2021,2162985
Lithuania,LTU,6/26/2021,2171418
Lithuania,LTU,6/27/2021,2177644
Lithuania,LTU,6/28/2021,2197598
Lithuania,LTU,6/29/2021,2222542
Lithuania,LTU,6/30/2021,2245982
Lithuania,LTU,7/1/2021,2263255
Lithuania,LTU,7/2/2021,2282926
Lithuania,LTU,7/3/2021,2288628
Lithuania,LTU,7/4/2021,2289081
Lithuania,LTU,7/5/2021,2302143
Lithuania,LTU,7/6/2021,2306854
Lithuania,LTU,7/7/2021,2323103
Lithuania,LTU,7/8/2021,2340056
Lithuania,LTU,7/9/2021,2354497
Lithuania,LTU,7/10/2021,2358645
Lithuania,LTU,7/11/2021,2358938
Lithuania,LTU,7/12/2021,2370496
Lithuania,LTU,7/13/2021,2380422
Lithuania,LTU,7/14/2021,2389222
Lithuania,LTU,7/15/2021,2400071
Lithuania,LTU,7/16/2021,2412583
Lithuania,LTU,7/17/2021,2415718
Lithuania,LTU,7/18/2021,2417255
Lithuania,LTU,7/19/2021,2428147
Lithuania,LTU,7/20/2021,2439698
Lithuania,LTU,7/21/2021,2452746
Lithuania,LTU,7/22/2021,2469709
Lithuania,LTU,7/23/2021,2485678
Lithuania,LTU,7/24/2021,2489570
Lithuania,LTU,7/25/2021,2491026
Lithuania,LTU,7/26/2021,2507218
Lithuania,LTU,7/27/2021,2522333
Lithuania,LTU,7/28/2021,2539179
Lithuania,LTU,7/29/2021,2560223
Lithuania,LTU,7/30/2021,2576557
Lithuania,LTU,7/31/2021,2582840
Lithuania,LTU,8/1/2021,2585691
Lithuania,LTU,8/2/2021,2601703
Lithuania,LTU,8/3/2021,2614526
Lithuania,LTU,8/4/2021,2630382
Lithuania,LTU,8/5/2021,2655764
Lithuania,LTU,8/6/2021,2678906
Lithuania,LTU,8/7/2021,2685427
Lithuania,LTU,8/8/2021,2686636
Lithuania,LTU,8/9/2021,2704662
Lithuania,LTU,8/10/2021,2721171
Lithuania,LTU,8/11/2021,2739344
Lithuania,LTU,8/12/2021,2762281
Lithuania,LTU,8/13/2021,2781979
Lithuania,LTU,8/14/2021,2785670
Lithuania,LTU,8/15/2021,2786535
Lithuania,LTU,8/16/2021,2806721
Lithuania,LTU,8/17/2021,2823823
Lithuania,LTU,8/18/2021,2846068
Lithuania,LTU,8/19/2021,2869775
Lithuania,LTU,8/20/2021,2888542
Lithuania,LTU,8/21/2021,2891761
Lithuania,LTU,8/22/2021,2892325
Lithuania,LTU,8/23/2021,2908089
Lithuania,LTU,8/24/2021,2921834
Lithuania,LTU,8/25/2021,2937562
Lithuania,LTU,8/26/2021,2955847
Lithuania,LTU,8/27/2021,2972562
Lithuania,LTU,8/28/2021,2974991
Lithuania,LTU,8/29/2021,2975452
Lithuania,LTU,8/30/2021,2988946
Lithuania,LTU,8/31/2021,2999831
Lithuania,LTU,9/1/2021,3010261
Lithuania,LTU,9/2/2021,3023985
Lithuania,LTU,9/3/2021,3036110
Lithuania,LTU,9/4/2021,3038414
Lithuania,LTU,9/5/2021,3038657
Lithuania,LTU,9/6/2021,3048773
Lithuania,LTU,9/7/2021,3058203
Lithuania,LTU,9/8/2021,3068677
Lithuania,LTU,9/9/2021,3081520
Lithuania,LTU,9/10/2021,3093670
Lithuania,LTU,9/11/2021,3095686
Lithuania,LTU,9/12/2021,3095921
Lithuania,LTU,9/13/2021,3106661
Lithuania,LTU,9/14/2021,3116644
Lithuania,LTU,9/15/2021,3126574
Lithuania,LTU,9/16/2021,3137464
Lithuania,LTU,9/17/2021,3148425
Lithuania,LTU,9/18/2021,3149993
Lithuania,LTU,9/19/2021,3150215
Lithuania,LTU,9/20/2021,3158396
Lithuania,LTU,9/21/2021,3166382
Lithuania,LTU,9/22/2021,3174525
Lithuania,LTU,9/23/2021,3183984
Lithuania,LTU,9/24/2021,3193148
Lithuania,LTU,9/25/2021,3194502
Lithuania,LTU,9/26/2021,3194745
Lithuania,LTU,9/27/2021,3202095
