Entity,Code,Day,total_vaccinations
Bolivia,BOL,9/1/2021,6034049
Bolivia,BOL,9/2/2021,6058088
Bolivia,BOL,9/3/2021,6082129
Bolivia,BOL,9/4/2021,6102835
Bolivia,BOL,9/5/2021,6113109
Bolivia,BOL,9/6/2021,6139644
Bolivia,BOL,9/7/2021,6174508
Bolivia,BOL,9/8/2021,6209373
Bolivia,BOL,9/9/2021,6243449
Bolivia,BOL,9/10/2021,6268450
Bolivia,BOL,9/11/2021,6273769
Bolivia,BOL,9/12/2021,6277737
Bolivia,BOL,9/13/2021,6300665
Bolivia,BOL,9/14/2021,6323595
Bolivia,BOL,9/15/2021,6347661
Bolivia,BOL,9/16/2021,6361341
Bolivia,BOL,9/17/2021,6375021
Bolivia,BOL,9/18/2021,6388703
Bolivia,BOL,9/19/2021,6415925
Bolivia,BOL,9/20/2021,6443148
Bolivia,BOL,9/21/2021,6522338
Bolivia,BOL,9/22/2021,6601529
Bolivia,BOL,9/23/2021,6601529
Bolivia,BOL,9/24/2021,6636967
Bolivia,BOL,9/25/2021,6646806
Bolivia,BOL,9/26/2021,6651655
Bolivia,BOL,9/27/2021,6700654
Bolivia,BOL,9/28/2021,6740554
Bolivia,BOL,9/29/2021,6780455
Bolivia,BOL,9/30/2021,6800922
Bolivia,BOL,10/1/2021,6821390
Bolivia,BOL,10/2/2021,6825033
Bolivia,BOL,10/3/2021,6828932
Bolivia,BOL,10/4/2021,6870352
Bolivia,BOL,10/5/2021,6893259
Bolivia,BOL,10/6/2021,6914497
Bolivia,BOL,10/7/2021,6931689
Bolivia,BOL,10/8/2021,6951197
Bolivia,BOL,10/9/2021,6955520
Bolivia,BOL,10/10/2021,6958148
Bolivia,BOL,10/11/2021,6980293
Bolivia,BOL,10/12/2021,7010807
Bolivia,BOL,10/13/2021,7040751
Bolivia,BOL,10/14/2021,7084229
Bolivia,BOL,10/15/2021,7127210
Bolivia,BOL,10/16/2021,7134664
Bolivia,BOL,10/17/2021,7143477
Bolivia,BOL,10/18/2021,7204477
Bolivia,BOL,10/19/2021,7281233
Bolivia,BOL,10/20/2021,7346540
Bolivia,BOL,10/21/2021,7405721
Bolivia,BOL,10/22/2021,7456121
Bolivia,BOL,10/23/2021,7465334
Bolivia,BOL,10/24/2021,7470155
Bolivia,BOL,10/25/2021,7538426
Bolivia,BOL,10/26/2021,7589288
Bolivia,BOL,10/27/2021,7650594
Bolivia,BOL,10/28/2021,7693560
Bolivia,BOL,10/29/2021,7769002
Bolivia,BOL,10/30/2021,7803837
Bolivia,BOL,10/31/2021,7818347
Bolivia,BOL,11/3/2021,7874322
Bolivia,BOL,11/4/2021,7901853
Bolivia,BOL,11/5/2021,7931788
Bolivia,BOL,11/6/2021,7940336
Bolivia,BOL,11/7/2021,7943468
Bolivia,BOL,11/8/2021,7963463
Bolivia,BOL,11/9/2021,7985636
Bolivia,BOL,11/10/2021,8005943
Bolivia,BOL,11/11/2021,8041312
Bolivia,BOL,11/12/2021,8077305
Bolivia,BOL,11/13/2021,8093436
Bolivia,BOL,11/14/2021,8104188
Bolivia,BOL,11/15/2021,8132175
Bolivia,BOL,11/16/2021,8175240
Bolivia,BOL,11/17/2021,8218140
Bolivia,BOL,11/18/2021,8267905
Bolivia,BOL,11/19/2021,8313654
Bolivia,BOL,11/20/2021,8336670
Bolivia,BOL,11/21/2021,8340954
Bolivia,BOL,11/22/2021,8365014
Bolivia,BOL,11/23/2021,8411426
Bolivia,BOL,11/24/2021,8448131
Bolivia,BOL,11/25/2021,8482805
Bolivia,BOL,11/26/2021,8517317
Bolivia,BOL,11/27/2021,8531575
Bolivia,BOL,11/28/2021,8535952
Bolivia,BOL,11/29/2021,8572118
Bolivia,BOL,11/30/2021,8609838
Bonaire Sint Eustatius and Saba,BES,4/9/2021,7391
Bonaire Sint Eustatius and Saba,BES,9/1/2021,35845
Bosnia and Herzegovina,BIH,2/11/2021,0
Bosnia and Herzegovina,BIH,4/14/2021,35612
Bosnia and Herzegovina,BIH,4/24/2021,80988
Bosnia and Herzegovina,BIH,5/1/2021,109609
Bosnia and Herzegovina,BIH,5/19/2021,151549
Bosnia and Herzegovina,BIH,5/25/2021,236472
Bosnia and Herzegovina,BIH,6/10/2021,323252
Bosnia and Herzegovina,BIH,6/24/2021,430513
Bosnia and Herzegovina,BIH,6/25/2021,457491
Bosnia and Herzegovina,BIH,7/5/2021,470218
Bosnia and Herzegovina,BIH,7/21/2021,623838
Bosnia and Herzegovina,BIH,8/4/2021,777900
Bosnia and Herzegovina,BIH,8/10/2021,798422
Bosnia and Herzegovina,BIH,8/11/2021,865306
Bosnia and Herzegovina,BIH,8/18/2021,928126
Bosnia and Herzegovina,BIH,9/7/2021,1060145
Bosnia and Herzegovina,BIH,9/29/2021,1242203
Bosnia and Herzegovina,BIH,10/31/2021,1479596
Bosnia and Herzegovina,BIH,11/4/2021,1553874
Botswana,BWA,3/25/2021,0
Botswana,BWA,4/2/2021,12945
Botswana,BWA,4/9/2021,17808
Botswana,BWA,4/12/2021,25040
Botswana,BWA,4/16/2021,36652
Botswana,BWA,4/19/2021,41612
Botswana,BWA,4/23/2021,47160
Botswana,BWA,4/26/2021,48411
Botswana,BWA,4/30/2021,49882
Botswana,BWA,5/7/2021,53375
Botswana,BWA,5/10/2021,56101
Botswana,BWA,5/14/2021,71500
Botswana,BWA,5/17/2021,88907
Botswana,BWA,5/21/2021,120055
Botswana,BWA,5/24/2021,132782
Botswana,BWA,5/28/2021,142864
Botswana,BWA,5/31/2021,146725
Botswana,BWA,6/7/2021,150019
Botswana,BWA,6/14/2021,174333
Botswana,BWA,6/18/2021,200893
Botswana,BWA,6/21/2021,219488
Botswana,BWA,6/25/2021,241568
Botswana,BWA,6/28/2021,250345
Botswana,BWA,7/2/2021,260321
Botswana,BWA,7/5/2021,267763
Botswana,BWA,7/9/2021,274241
Botswana,BWA,7/10/2021,284676
Botswana,BWA,7/16/2021,310823
Botswana,BWA,7/19/2021,318107
Botswana,BWA,7/23/2021,331408
Botswana,BWA,7/26/2021,352407
Botswana,BWA,7/30/2021,365137
Botswana,BWA,8/2/2021,370626
Botswana,BWA,8/6/2021,376360
Botswana,BWA,8/10/2021,391360
Botswana,BWA,8/13/2021,408023
Botswana,BWA,8/25/2021,434644
Botswana,BWA,9/1/2021,528003
Botswana,BWA,9/9/2021,573691
Botswana,BWA,9/15/2021,587595
Botswana,BWA,9/22/2021,606699
Botswana,BWA,9/30/2021,629604
Botswana,BWA,10/7/2021,690001
Botswana,BWA,10/14/2021,783999
Botswana,BWA,10/21/2021,882831
Botswana,BWA,10/28/2021,943915
Botswana,BWA,11/4/2021,1028674
Botswana,BWA,11/10/2021,1128095
Botswana,BWA,11/18/2021,1254239
Botswana,BWA,11/24/2021,1352557
Botswana,BWA,12/2/2021,1430084
Brazil,BRA,1/17/2021,112
Brazil,BRA,1/18/2021,1109
Brazil,BRA,1/19/2021,13527
Brazil,BRA,1/20/2021,105824
Brazil,BRA,1/21/2021,193699
Brazil,BRA,1/22/2021,462269
Brazil,BRA,1/23/2021,573268
Brazil,BRA,1/24/2021,613954
Brazil,BRA,1/25/2021,801759
Brazil,BRA,1/26/2021,1045746
Brazil,BRA,1/27/2021,1327546
Brazil,BRA,1/28/2021,1563098
Brazil,BRA,1/29/2021,1923813
Brazil,BRA,1/30/2021,2046523
Brazil,BRA,1/31/2021,2084119
Brazil,BRA,2/1/2021,2292551
Brazil,BRA,2/2/2021,2521704
Brazil,BRA,2/3/2021,2802134
Brazil,BRA,2/4/2021,3074906
Brazil,BRA,2/5/2021,3401383
Brazil,BRA,2/6/2021,3553681
Brazil,BRA,2/7/2021,3605538
Brazil,BRA,2/8/2021,3820207
Brazil,BRA,2/9/2021,4120332
Brazil,BRA,2/10/2021,4406835
Brazil,BRA,2/11/2021,4696136
Brazil,BRA,2/12/2021,5125206
Brazil,BRA,2/13/2021,5236943
Brazil,BRA,2/14/2021,5293979
Brazil,BRA,2/15/2021,5609937
Brazil,BRA,2/16/2021,5883539
Brazil,BRA,2/17/2021,6206680
Brazil,BRA,2/18/2021,6535156
Brazil,BRA,2/19/2021,6813168
Brazil,BRA,2/20/2021,6950802
Brazil,BRA,2/21/2021,7028356
Brazil,BRA,2/22/2021,7297061
Brazil,BRA,2/23/2021,7551676
Brazil,BRA,2/24/2021,7799000
Brazil,BRA,2/25/2021,8101787
Brazil,BRA,2/26/2021,8322042
Brazil,BRA,2/27/2021,8433568
Brazil,BRA,2/28/2021,8465403
Brazil,BRA,3/1/2021,8841027
Brazil,BRA,3/2/2021,9277322
Brazil,BRA,3/3/2021,9739676
Brazil,BRA,3/4/2021,10169160
Brazil,BRA,3/5/2021,10576542
Brazil,BRA,3/6/2021,10830688
Brazil,BRA,3/7/2021,10948409
Brazil,BRA,3/8/2021,11357494
Brazil,BRA,3/9/2021,11756131
Brazil,BRA,3/10/2021,12181103
Brazil,BRA,3/11/2021,12613179
Brazil,BRA,3/12/2021,13017720
Brazil,BRA,3/13/2021,13223729
Brazil,BRA,3/14/2021,13286664
Brazil,BRA,3/15/2021,13763573
Brazil,BRA,3/16/2021,14198794
Brazil,BRA,3/17/2021,14648691
Brazil,BRA,3/18/2021,15087602
Brazil,BRA,3/19/2021,15623349
Brazil,BRA,3/20/2021,15883688
Brazil,BRA,3/21/2021,15980363
Brazil,BRA,3/22/2021,16567102
Brazil,BRA,3/23/2021,17157631
Brazil,BRA,3/24/2021,17886781
Brazil,BRA,3/25/2021,18655345
Brazil,BRA,3/26/2021,19577786
Brazil,BRA,3/27/2021,19962072
Brazil,BRA,3/28/2021,20216938
Brazil,BRA,3/29/2021,21160763
Brazil,BRA,3/30/2021,21950245
Brazil,BRA,3/31/2021,22839287
Brazil,BRA,4/1/2021,23880805
Brazil,BRA,4/2/2021,24181208
Brazil,BRA,4/3/2021,24575470
Brazil,BRA,4/4/2021,24910668
Brazil,BRA,4/5/2021,25658532
Brazil,BRA,4/6/2021,26736003
Brazil,BRA,4/7/2021,27644079
Brazil,BRA,4/8/2021,28653848
Brazil,BRA,4/9/2021,29544578
Brazil,BRA,4/10/2021,30084664
Brazil,BRA,4/11/2021,30356896
Brazil,BRA,4/12/2021,31316420
Brazil,BRA,4/13/2021,32217205
Brazil,BRA,4/14/2021,33148388
Brazil,BRA,4/15/2021,34050325
Brazil,BRA,4/16/2021,34993448
Brazil,BRA,4/17/2021,35603882
Brazil,BRA,4/18/2021,35817144
Brazil,BRA,4/19/2021,36910479
Brazil,BRA,4/20/2021,37909705
Brazil,BRA,4/21/2021,38467754
Brazil,BRA,4/22/2021,39291064
Brazil,BRA,4/23/2021,41073104
Brazil,BRA,4/24/2021,41494939
Brazil,BRA,4/25/2021,41626753
Brazil,BRA,4/26/2021,42787199
Brazil,BRA,4/27/2021,44287510
Brazil,BRA,4/28/2021,45379804
Brazil,BRA,4/29/2021,46426188
Brazil,BRA,4/30/2021,47399150
Brazil,BRA,5/1/2021,47663526
Brazil,BRA,5/2/2021,47755613
Brazil,BRA,5/3/2021,48643324
Brazil,BRA,5/4/2021,49626137
Brazil,BRA,5/5/2021,50576224
Brazil,BRA,5/6/2021,51624587
Brazil,BRA,5/7/2021,52647815
Brazil,BRA,5/8/2021,52972460
Brazil,BRA,5/9/2021,53064124
Brazil,BRA,5/10/2021,54008862
Brazil,BRA,5/11/2021,54912939
Brazil,BRA,5/12/2021,55907165
Brazil,BRA,5/13/2021,56583962
Brazil,BRA,5/14/2021,57313642
Brazil,BRA,5/15/2021,57668646
Brazil,BRA,5/16/2021,57935280
Brazil,BRA,5/17/2021,58714631
Brazil,BRA,5/18/2021,59603625
Brazil,BRA,5/19/2021,60363334
Brazil,BRA,5/20/2021,61297420
Brazil,BRA,5/21/2021,62122684
Brazil,BRA,5/22/2021,62459684
Brazil,BRA,5/23/2021,63278821
Brazil,BRA,5/24/2021,64098809
Brazil,BRA,5/25/2021,64918585
Brazil,BRA,5/26/2021,65668438
Brazil,BRA,5/27/2021,66363506
Brazil,BRA,5/28/2021,67359292
Brazil,BRA,5/29/2021,67761958
Brazil,BRA,5/30/2021,67874735
Brazil,BRA,5/31/2021,68665647
Brazil,BRA,6/1/2021,69477898
Brazil,BRA,6/2/2021,70685368
Brazil,BRA,6/3/2021,71245492
Brazil,BRA,6/4/2021,71961789
Brazil,BRA,6/5/2021,72586950
Brazil,BRA,6/6/2021,72811509
Brazil,BRA,6/7/2021,73614079
Brazil,BRA,6/8/2021,74920113
Brazil,BRA,6/9/2021,76117123
Brazil,BRA,6/10/2021,77243101
Brazil,BRA,6/11/2021,78471914
Brazil,BRA,6/12/2021,79118243
Brazil,BRA,6/13/2021,79466212
Brazil,BRA,6/14/2021,80577338
Brazil,BRA,6/15/2021,81940689
Brazil,BRA,6/16/2021,83181485
Brazil,BRA,6/17/2021,85441106
Brazil,BRA,6/18/2021,87160471
Brazil,BRA,6/19/2021,88108418
Brazil,BRA,6/20/2021,88570223
Brazil,BRA,6/21/2021,90013336
Brazil,BRA,6/22/2021,91420290
Brazil,BRA,6/23/2021,92782243
Brazil,BRA,6/24/2021,94322179
Brazil,BRA,6/25/2021,95764065
Brazil,BRA,6/26/2021,96545254
Brazil,BRA,6/27/2021,96789753
Brazil,BRA,6/28/2021,97929680
Brazil,BRA,6/29/2021,99828676
Brazil,BRA,6/30/2021,101167462
Brazil,BRA,7/1/2021,102561737
Brazil,BRA,7/2/2021,104047565
Brazil,BRA,7/3/2021,104753510
Brazil,BRA,7/4/2021,105097389
Brazil,BRA,7/5/2021,106696625
Brazil,BRA,7/6/2021,108247755
Brazil,BRA,7/7/2021,109976127
Brazil,BRA,7/8/2021,111573265
Brazil,BRA,7/9/2021,112999344
Brazil,BRA,7/10/2021,113929447
Brazil,BRA,7/11/2021,114350128
Brazil,BRA,7/12/2021,115654260
Brazil,BRA,7/13/2021,117154411
Brazil,BRA,7/14/2021,118689127
Brazil,BRA,7/15/2021,120155331
Brazil,BRA,7/16/2021,121651233
Brazil,BRA,7/17/2021,122615695
Brazil,BRA,7/18/2021,122859535
Brazil,BRA,7/19/2021,124433796
Brazil,BRA,7/20/2021,126315897
Brazil,BRA,7/21/2021,128199383
Brazil,BRA,7/22/2021,130131385
Brazil,BRA,7/23/2021,131858906
Brazil,BRA,7/24/2021,132812191
Brazil,BRA,7/25/2021,133139145
Brazil,BRA,7/26/2021,134540217
Brazil,BRA,7/27/2021,136158369
Brazil,BRA,7/28/2021,137944954
Brazil,BRA,7/29/2021,139483586
Brazil,BRA,7/30/2021,141319627
Brazil,BRA,7/31/2021,142301917
Brazil,BRA,8/1/2021,142598659
Brazil,BRA,8/2/2021,143762758
Brazil,BRA,8/3/2021,145618595
Brazil,BRA,8/4/2021,148054492
Brazil,BRA,8/5/2021,149763010
Brazil,BRA,8/6/2021,151506191
Brazil,BRA,8/7/2021,152313188
Brazil,BRA,8/8/2021,152680029
Brazil,BRA,8/9/2021,154190964
Brazil,BRA,8/10/2021,156399040
Brazil,BRA,8/11/2021,158422879
Brazil,BRA,8/12/2021,160674246
Brazil,BRA,8/13/2021,162832096
Brazil,BRA,8/14/2021,164215233
Brazil,BRA,8/15/2021,164680217
Brazil,BRA,8/16/2021,166750328
Brazil,BRA,8/17/2021,169753003
Brazil,BRA,8/18/2021,171741149
Brazil,BRA,8/19/2021,174263122
Brazil,BRA,8/20/2021,176376890
Brazil,BRA,8/21/2021,177587502
Brazil,BRA,8/22/2021,178173214
Brazil,BRA,8/23/2021,180251675
Brazil,BRA,8/24/2021,182654763
Brazil,BRA,8/25/2021,184707573
Brazil,BRA,8/26/2021,186102952
Brazil,BRA,8/27/2021,188045400
Brazil,BRA,8/28/2021,189376018
Brazil,BRA,8/29/2021,189971293
Brazil,BRA,8/30/2021,191515901
Brazil,BRA,8/31/2021,194176380
Brazil,BRA,9/1/2021,196166473
Brazil,BRA,9/2/2021,198142390
Brazil,BRA,9/3/2021,200077775
Brazil,BRA,9/4/2021,201126108
Brazil,BRA,9/5/2021,201522079
Brazil,BRA,9/6/2021,203024669
Brazil,BRA,9/7/2021,203577189
Brazil,BRA,9/8/2021,205296045
Brazil,BRA,9/9/2021,207509808
Brazil,BRA,9/10/2021,209917761
Brazil,BRA,9/11/2021,211223433
Brazil,BRA,9/12/2021,211710814
Brazil,BRA,9/13/2021,213203733
Brazil,BRA,9/14/2021,215338063
Brazil,BRA,9/15/2021,217240047
Brazil,BRA,9/16/2021,218735998
Brazil,BRA,9/17/2021,221071595
Brazil,BRA,9/18/2021,222156927
Brazil,BRA,9/19/2021,222581680
Brazil,BRA,9/20/2021,223781527
Brazil,BRA,9/21/2021,225592884
Brazil,BRA,9/22/2021,227304555
Brazil,BRA,9/23/2021,229100357
Brazil,BRA,9/24/2021,230893002
Brazil,BRA,9/25/2021,231983152
Brazil,BRA,9/26/2021,232495892
Brazil,BRA,9/27/2021,233772505
Brazil,BRA,9/28/2021,235617220
Brazil,BRA,9/29/2021,237320144
Brazil,BRA,9/30/2021,239190412
Brazil,BRA,10/1/2021,241200485
Brazil,BRA,10/2/2021,242252204
Brazil,BRA,10/3/2021,242632087
Brazil,BRA,10/4/2021,243733571
Brazil,BRA,10/5/2021,245292452
Brazil,BRA,10/6/2021,247057054
Brazil,BRA,10/7/2021,248820533
Brazil,BRA,10/8/2021,250516351
Brazil,BRA,10/9/2021,251524115
Brazil,BRA,10/10/2021,252149684
Brazil,BRA,10/11/2021,253164892
Brazil,BRA,10/12/2021,253561158
Brazil,BRA,10/13/2021,254426529
Brazil,BRA,10/14/2021,256762148
Brazil,BRA,10/15/2021,258849471
Brazil,BRA,10/16/2021,260157865
Brazil,BRA,10/17/2021,260683274
Brazil,BRA,10/18/2021,261824131
Brazil,BRA,10/19/2021,263569544
Brazil,BRA,10/20/2021,265607325
Brazil,BRA,10/21/2021,266620080
Brazil,BRA,10/22/2021,267964026
Brazil,BRA,10/23/2021,268638494
Brazil,BRA,10/24/2021,269442502
Brazil,BRA,10/25/2021,271861944
Brazil,BRA,10/26/2021,273720279
Brazil,BRA,10/27/2021,275436454
Brazil,BRA,10/28/2021,277057532
Brazil,BRA,10/29/2021,278686713
Brazil,BRA,10/30/2021,279265141
Brazil,BRA,10/31/2021,279666131
Brazil,BRA,11/1/2021,279959241
Brazil,BRA,11/2/2021,280181200
Brazil,BRA,11/3/2021,281228625
Brazil,BRA,11/4/2021,282661800
Brazil,BRA,11/5/2021,284683953
Brazil,BRA,11/6/2021,285378181
Brazil,BRA,11/7/2021,285943124
Brazil,BRA,11/8/2021,287531811
Brazil,BRA,11/9/2021,288956195
Brazil,BRA,11/10/2021,290429521
Brazil,BRA,11/11/2021,292021210
Brazil,BRA,11/12/2021,293253508
Brazil,BRA,11/13/2021,293936446
Brazil,BRA,11/14/2021,294339583
Brazil,BRA,11/15/2021,294928227
Brazil,BRA,11/16/2021,295624622
Brazil,BRA,11/17/2021,297253230
Brazil,BRA,11/18/2021,298447729
Brazil,BRA,11/19/2021,299734733
Brazil,BRA,11/20/2021,300573489
Brazil,BRA,11/21/2021,301182753
Brazil,BRA,11/22/2021,302331069
Brazil,BRA,11/23/2021,303515430
Brazil,BRA,11/24/2021,304659197
Brazil,BRA,11/25/2021,305503188
Brazil,BRA,11/26/2021,306741882
Brazil,BRA,11/27/2021,307205318
Brazil,BRA,11/28/2021,307583387
Brazil,BRA,11/29/2021,307817825
Brazil,BRA,11/30/2021,309486607
Brazil,BRA,12/1/2021,310770495
Brazil,BRA,12/2/2021,311950389
British Virgin Islands,VGB,5/21/2021,15031
British Virgin Islands,VGB,5/28/2021,16302
British Virgin Islands,VGB,6/11/2021,19534
British Virgin Islands,VGB,6/18/2021,20278
British Virgin Islands,VGB,6/25/2021,21403
British Virgin Islands,VGB,7/2/2021,22247
British Virgin Islands,VGB,7/9/2021,22837
British Virgin Islands,VGB,7/16/2021,24112
British Virgin Islands,VGB,7/23/2021,26501
British Virgin Islands,VGB,7/30/2021,27883
British Virgin Islands,VGB,8/6/2021,28777
British Virgin Islands,VGB,8/13/2021,29172
British Virgin Islands,VGB,8/20/2021,29431
British Virgin Islands,VGB,8/27/2021,29828
British Virgin Islands,VGB,9/3/2021,32229
British Virgin Islands,VGB,9/24/2021,32398
British Virgin Islands,VGB,10/1/2021,32930
British Virgin Islands,VGB,10/8/2021,33075
British Virgin Islands,VGB,10/22/2021,33527
British Virgin Islands,VGB,10/29/2021,33872
British Virgin Islands,VGB,11/5/2021,34377
British Virgin Islands,VGB,11/12/2021,34608
British Virgin Islands,VGB,11/29/2021,34909
Brunei,BRN,4/2/2021,0
Brunei,BRN,4/3/2021,754
Brunei,BRN,4/4/2021,822
Brunei,BRN,4/5/2021,1214
Brunei,BRN,4/6/2021,2560
Brunei,BRN,4/7/2021,3194
Brunei,BRN,4/8/2021,4026
Brunei,BRN,4/9/2021,4341
Brunei,BRN,4/10/2021,5028
Brunei,BRN,4/11/2021,5145
Brunei,BRN,4/12/2021,6090
Brunei,BRN,4/13/2021,6638
Brunei,BRN,4/14/2021,6701
Brunei,BRN,4/15/2021,7503
Brunei,BRN,4/16/2021,7725
Brunei,BRN,4/17/2021,8454
Brunei,BRN,4/19/2021,9099
Brunei,BRN,4/20/2021,9861
Brunei,BRN,4/21/2021,10715
Brunei,BRN,4/22/2021,11506
Brunei,BRN,4/24/2021,12324
Brunei,BRN,4/26/2021,12947
Brunei,BRN,4/27/2021,13485
Brunei,BRN,4/28/2021,14126
Brunei,BRN,4/29/2021,14876
Brunei,BRN,5/3/2021,15905
Brunei,BRN,5/4/2021,16632
Brunei,BRN,5/5/2021,17776
Brunei,BRN,5/6/2021,19163
Brunei,BRN,5/8/2021,20990
Brunei,BRN,5/9/2021,21030
Brunei,BRN,5/10/2021,23188
Brunei,BRN,5/11/2021,25065
Brunei,BRN,5/18/2021,28051
Brunei,BRN,5/21/2021,33305
Brunei,BRN,5/22/2021,35946
Brunei,BRN,5/23/2021,35946
Brunei,BRN,5/24/2021,38964
Brunei,BRN,5/25/2021,42146
Brunei,BRN,5/26/2021,45802
Brunei,BRN,5/27/2021,49371
Brunei,BRN,5/28/2021,49425
Brunei,BRN,5/29/2021,52775
Brunei,BRN,6/2/2021,55085
Brunei,BRN,6/7/2021,58450
Brunei,BRN,6/9/2021,60156
Brunei,BRN,6/10/2021,61225
Brunei,BRN,6/11/2021,61289
Brunei,BRN,6/13/2021,62343
Brunei,BRN,6/14/2021,63486
Brunei,BRN,6/17/2021,65972
Brunei,BRN,6/18/2021,66038
Brunei,BRN,6/19/2021,66972
Brunei,BRN,6/21/2021,69877
Brunei,BRN,6/26/2021,76471
Brunei,BRN,6/28/2021,79554
Brunei,BRN,6/29/2021,82193
Brunei,BRN,6/30/2021,84458
Brunei,BRN,7/1/2021,87409
Brunei,BRN,7/2/2021,87792
Brunei,BRN,7/3/2021,91146
Brunei,BRN,7/4/2021,92295
Brunei,BRN,7/5/2021,96017
Brunei,BRN,7/6/2021,99795
Brunei,BRN,7/7/2021,103633
Brunei,BRN,7/8/2021,107767
Brunei,BRN,7/9/2021,108457
Brunei,BRN,7/13/2021,121241
Brunei,BRN,7/16/2021,125751
Brunei,BRN,7/19/2021,134505
Brunei,BRN,7/21/2021,137910
Brunei,BRN,7/23/2021,142014
Brunei,BRN,7/24/2021,145503
Brunei,BRN,7/25/2021,146727
Brunei,BRN,7/26/2021,150102
Brunei,BRN,7/28/2021,156576
Brunei,BRN,7/29/2021,159954
Brunei,BRN,7/30/2021,160497
Brunei,BRN,7/31/2021,163999
Brunei,BRN,8/2/2021,169025
Brunei,BRN,8/3/2021,173245
Brunei,BRN,8/4/2021,177628
Brunei,BRN,8/7/2021,188277
Brunei,BRN,8/8/2021,189927
Brunei,BRN,8/10/2021,196457
Brunei,BRN,8/11/2021,201441
Brunei,BRN,8/14/2021,214385
Brunei,BRN,8/17/2021,230324
Brunei,BRN,8/20/2021,246716
Brunei,BRN,8/23/2021,267132
Brunei,BRN,8/25/2021,285414
Brunei,BRN,8/27/2021,295590
Brunei,BRN,8/29/2021,308219
Brunei,BRN,8/31/2021,327825
Brunei,BRN,9/2/2021,338399
Brunei,BRN,9/4/2021,345595
Brunei,BRN,9/6/2021,353428
Brunei,BRN,9/8/2021,365203
Brunei,BRN,9/10/2021,371501
Brunei,BRN,9/12/2021,378598
Brunei,BRN,9/14/2021,385602
Brunei,BRN,9/18/2021,405352
Brunei,BRN,9/20/2021,415538
Brunei,BRN,9/22/2021,432882
Brunei,BRN,9/24/2021,443676
Brunei,BRN,9/26/2021,455355
Brunei,BRN,9/28/2021,474407
Brunei,BRN,9/30/2021,493587
Brunei,BRN,10/2/2021,501834
Brunei,BRN,10/4/2021,512357
Brunei,BRN,10/6/2021,526193
Brunei,BRN,10/8/2021,533305
Brunei,BRN,10/10/2021,542019
Brunei,BRN,10/12/2021,552265
Brunei,BRN,10/14/2021,563695
Brunei,BRN,10/18/2021,579263
Brunei,BRN,10/20/2021,584245
Brunei,BRN,10/22/2021,588206
Brunei,BRN,10/24/2021,592613
Brunei,BRN,10/26/2021,598758
Brunei,BRN,10/27/2021,601042
Brunei,BRN,10/28/2021,603923
Brunei,BRN,10/29/2021,604662
Brunei,BRN,10/30/2021,607436
Brunei,BRN,11/1/2021,613737
Brunei,BRN,11/3/2021,626279
Brunei,BRN,11/5/2021,632896
Brunei,BRN,11/6/2021,633464
Brunei,BRN,11/7/2021,640721
Brunei,BRN,11/8/2021,643231
Brunei,BRN,11/9/2021,649166
Brunei,BRN,11/10/2021,654487
Brunei,BRN,11/11/2021,661216
Brunei,BRN,11/12/2021,668251
Brunei,BRN,11/13/2021,673578
Brunei,BRN,11/14/2021,680757
Brunei,BRN,11/15/2021,684698
Brunei,BRN,11/16/2021,692315
Brunei,BRN,11/17/2021,699622
Brunei,BRN,11/18/2021,707278
Brunei,BRN,11/19/2021,715979
Brunei,BRN,11/20/2021,719100
Brunei,BRN,11/21/2021,726907
Brunei,BRN,11/22/2021,728626
Brunei,BRN,11/23/2021,734235
Brunei,BRN,11/24/2021,738282
Brunei,BRN,11/26/2021,744337
Brunei,BRN,11/27/2021,744790
Brunei,BRN,11/28/2021,747384
Brunei,BRN,11/29/2021,748008
Brunei,BRN,11/30/2021,751178
Brunei,BRN,12/1/2021,752450
Bulgaria,BGR,12/29/2020,1719
Bulgaria,BGR,12/30/2020,4608
Bulgaria,BGR,1/1/2021,4739
Bulgaria,BGR,1/5/2021,5448
Bulgaria,BGR,1/6/2021,7913
Bulgaria,BGR,1/7/2021,11117
Bulgaria,BGR,1/8/2021,13355
Bulgaria,BGR,1/9/2021,13473
Bulgaria,BGR,1/11/2021,14161
Bulgaria,BGR,1/12/2021,15780
Bulgaria,BGR,1/13/2021,17038
Bulgaria,BGR,1/14/2021,17686
Bulgaria,BGR,1/15/2021,18126
Bulgaria,BGR,1/16/2021,18332
Bulgaria,BGR,1/17/2021,18453
Bulgaria,BGR,1/18/2021,19638
Bulgaria,BGR,1/19/2021,22226
Bulgaria,BGR,1/20/2021,24127
Bulgaria,BGR,1/21/2021,25251
Bulgaria,BGR,1/22/2021,26101
Bulgaria,BGR,1/23/2021,26119
Bulgaria,BGR,1/24/2021,26143
Bulgaria,BGR,1/25/2021,26798
Bulgaria,BGR,1/26/2021,29122
Bulgaria,BGR,1/27/2021,32917
Bulgaria,BGR,1/28/2021,37636
Bulgaria,BGR,1/29/2021,40805
Bulgaria,BGR,1/30/2021,41020
Bulgaria,BGR,1/31/2021,41125
Bulgaria,BGR,2/1/2021,42634
Bulgaria,BGR,2/2/2021,45917
Bulgaria,BGR,2/3/2021,50124
Bulgaria,BGR,2/4/2021,54025
Bulgaria,BGR,2/5/2021,56860
Bulgaria,BGR,2/6/2021,57016
Bulgaria,BGR,2/7/2021,57038
