Entity,Code,Day,total_boosters
Africa,,10/28/2021,28870
Africa,,10/29/2021,32750
Africa,,10/30/2021,71510
Africa,,10/31/2021,71510
Africa,,11/1/2021,124228
Africa,,11/2/2021,142786
Africa,,11/3/2021,153756
Africa,,11/4/2021,163744
Africa,,11/5/2021,173532
Africa,,11/6/2021,179218
Africa,,11/7/2021,189449
Africa,,11/8/2021,202552
Africa,,11/9/2021,213310
Africa,,11/10/2021,223337
Africa,,11/11/2021,233093
Africa,,11/12/2021,243348
Africa,,11/13/2021,256524
Africa,,11/14/2021,263155
Africa,,11/15/2021,272326
Africa,,11/16/2021,280269
Africa,,11/17/2021,290842
Africa,,11/18/2021,295394
Africa,,11/19/2021,301875
Africa,,11/20/2021,305078
Africa,,11/21/2021,318245
Africa,,11/22/2021,337494
Africa,,11/23/2021,350256
Africa,,11/24/2021,356468
Africa,,11/25/2021,368436
Africa,,11/26/2021,389958
Africa,,11/27/2021,405021
Africa,,11/28/2021,413523
Africa,,11/29/2021,431512
Africa,,11/30/2021,445344
Africa,,12/1/2021,452409
Africa,,12/2/2021,452409
Albania,ALB,11/3/2021,2799
Albania,ALB,11/6/2021,8230
Albania,ALB,11/7/2021,8815
Albania,ALB,11/9/2021,14968
Albania,ALB,11/10/2021,18434
Albania,ALB,11/11/2021,21572
Albania,ALB,11/14/2021,28088
Albania,ALB,11/16/2021,34887
Albania,ALB,11/17/2021,38378
Albania,ALB,11/18/2021,41537
Albania,ALB,11/21/2021,47512
Albania,ALB,11/24/2021,57338
Albania,ALB,11/25/2021,60524
Albania,ALB,11/28/2021,65471
Albania,ALB,11/30/2021,67381
Albania,ALB,12/1/2021,70501
Algeria,DZA,11/21/2021,13167
Algeria,DZA,11/26/2021,20340
Anguilla,AIA,11/29/2021,663
Anguilla,AIA,12/1/2021,663
Argentina,ARG,11/15/2021,892457
Argentina,ARG,11/17/2021,1043935
Argentina,ARG,11/19/2021,1203392
Argentina,ARG,11/20/2021,1263315
Argentina,ARG,11/21/2021,1294189
Argentina,ARG,11/22/2021,1327224
Argentina,ARG,11/23/2021,1420213
Argentina,ARG,11/25/2021,1590630
Argentina,ARG,11/27/2021,1769744
Argentina,ARG,11/28/2021,1797485
Argentina,ARG,11/29/2021,1887153
Argentina,ARG,11/30/2021,1986191
Argentina,ARG,12/1/2021,2130360
Argentina,ARG,12/2/2021,2274519
Asia,,4/10/2021,1
Asia,,4/11/2021,1
Asia,,4/12/2021,1
Asia,,4/13/2021,1
Asia,,4/14/2021,1
Asia,,4/15/2021,1
Asia,,4/16/2021,1
Asia,,4/17/2021,1
Asia,,4/18/2021,1
Asia,,4/19/2021,1
Asia,,4/20/2021,1
Asia,,4/21/2021,1
Asia,,4/22/2021,1
Asia,,4/23/2021,1
Asia,,4/24/2021,1
Asia,,4/25/2021,1
Asia,,4/26/2021,1
Asia,,4/27/2021,1
Asia,,4/28/2021,1
Asia,,4/29/2021,1
Asia,,4/30/2021,2
Asia,,5/1/2021,2
Asia,,5/2/2021,2
Asia,,5/3/2021,2
Asia,,5/4/2021,2
Asia,,5/5/2021,2
Asia,,5/6/2021,2
Asia,,5/7/2021,2
Asia,,5/8/2021,2
Asia,,5/9/2021,2
Asia,,5/10/2021,2
Asia,,5/11/2021,2
Asia,,5/12/2021,2
Asia,,5/13/2021,2
Asia,,5/14/2021,2
Asia,,5/15/2021,3
Asia,,5/16/2021,3
Asia,,5/17/2021,3
Asia,,5/18/2021,3
Asia,,5/19/2021,3
Asia,,5/20/2021,3
Asia,,5/21/2021,3
Asia,,5/22/2021,3
Asia,,5/23/2021,3
Asia,,5/24/2021,3
Asia,,5/25/2021,3
Asia,,5/26/2021,3
Asia,,5/27/2021,3
Asia,,5/28/2021,3
Asia,,5/29/2021,3
Asia,,5/30/2021,3
Asia,,5/31/2021,3
Asia,,6/1/2021,3
Asia,,6/2/2021,3
Asia,,6/3/2021,3
Asia,,6/4/2021,3
Asia,,6/5/2021,3
Asia,,6/6/2021,3
Asia,,6/7/2021,3
Asia,,6/8/2021,3
Asia,,6/9/2021,3
Asia,,6/10/2021,4
Asia,,6/11/2021,4
Asia,,6/12/2021,4
Asia,,6/13/2021,5
Asia,,6/14/2021,5
Asia,,6/15/2021,5
Asia,,6/16/2021,5
Asia,,6/17/2021,6
Asia,,6/18/2021,6
Asia,,6/19/2021,6
Asia,,6/20/2021,6
Asia,,6/21/2021,6
Asia,,6/22/2021,6
Asia,,6/23/2021,6
Asia,,6/24/2021,7
Asia,,6/25/2021,7
Asia,,6/26/2021,7
Asia,,6/27/2021,7
Asia,,6/28/2021,7
Asia,,6/29/2021,7
Asia,,6/30/2021,298848
Asia,,7/1/2021,559416
Asia,,7/2/2021,908598
Asia,,7/3/2021,1025328
Asia,,7/4/2021,1362952
Asia,,7/5/2021,1770109
Asia,,7/6/2021,2127337
Asia,,7/7/2021,2432517
Asia,,7/8/2021,2688915
Asia,,7/9/2021,2824640
Asia,,7/10/2021,2868256
Asia,,7/11/2021,2994271
Asia,,7/12/2021,3189529
Asia,,7/13/2021,3354081
Asia,,7/14/2021,3455052
Asia,,7/15/2021,5423877
Asia,,7/16/2021,5463657
Asia,,7/17/2021,5491094
Asia,,7/18/2021,5584804
Asia,,7/19/2021,5626482
Asia,,7/20/2021,5661648
Asia,,7/21/2021,5692119
Asia,,7/22/2021,5725892
Asia,,7/23/2021,5739224
Asia,,7/24/2021,5770220
Asia,,7/25/2021,5934473
Asia,,7/26/2021,6136326
Asia,,7/27/2021,6336930
Asia,,7/28/2021,6538888
Asia,,7/29/2021,6742633
Asia,,7/30/2021,6870764
Asia,,7/31/2021,6914369
Asia,,8/1/2021,6998489
Asia,,8/2/2021,7165802
Asia,,8/3/2021,7372833
Asia,,8/4/2021,7454407
Asia,,8/5/2021,7767297
Asia,,8/6/2021,7939421
Asia,,8/7/2021,8086014
Asia,,8/8/2021,8258733
Asia,,8/9/2021,8513078
Asia,,8/10/2021,8930074
Asia,,8/11/2021,9304433
Asia,,8/12/2021,9678382
Asia,,8/13/2021,9880258
Asia,,8/14/2021,10064431
Asia,,8/15/2021,10269905
Asia,,8/16/2021,10555684
Asia,,8/17/2021,10883503
Asia,,8/18/2021,11338770
Asia,,8/19/2021,11630877
Asia,,8/20/2021,11916532
Asia,,8/21/2021,12080247
Asia,,8/22/2021,12238447
Asia,,8/23/2021,12560794
Asia,,8/24/2021,12848506
Asia,,8/25/2021,13115500
Asia,,8/26/2021,13369481
Asia,,8/27/2021,13563543
Asia,,8/28/2021,13648390
Asia,,8/29/2021,13801783
Asia,,8/30/2021,13984172
Asia,,8/31/2021,14288159
Asia,,9/1/2021,14551230
Asia,,9/2/2021,14797228
Asia,,9/3/2021,15012077
Asia,,9/4/2021,15098374
Asia,,9/5/2021,15207441
Asia,,9/6/2021,15380636
Asia,,9/7/2021,15546509
Asia,,9/8/2021,15679246
Asia,,9/9/2021,15942186
Asia,,9/10/2021,16142142
Asia,,9/11/2021,16208291
Asia,,9/12/2021,16357565
Asia,,9/13/2021,16541195
Asia,,9/14/2021,16705263
Asia,,9/15/2021,16842893
Asia,,9/16/2021,16966778
Asia,,9/17/2021,17128619
Asia,,9/18/2021,17207515
Asia,,9/19/2021,17296485
Asia,,9/20/2021,17419223
Asia,,9/21/2021,17504977
Asia,,9/22/2021,17659606
Asia,,9/23/2021,17777456
Asia,,9/24/2021,17893733
Asia,,9/25/2021,17955395
Asia,,9/26/2021,18062688
Asia,,9/27/2021,18203300
Asia,,9/28/2021,18523604
Asia,,9/29/2021,18614173
Asia,,9/30/2021,18877253
Asia,,10/1/2021,19027019
Asia,,10/2/2021,19101124
Asia,,10/3/2021,19240781
Asia,,10/4/2021,19395642
Asia,,10/5/2021,20417502
Asia,,10/6/2021,20582556
Asia,,10/7/2021,20739284
Asia,,10/8/2021,20903232
Asia,,10/9/2021,21002973
Asia,,10/10/2021,21083631
Asia,,10/11/2021,21265363
Asia,,10/12/2021,21467810
Asia,,10/13/2021,21663692
Asia,,10/14/2021,21837718
Asia,,10/15/2021,22029795
Asia,,10/16/2021,22171126
Asia,,10/17/2021,22324057
Asia,,10/18/2021,22466333
Asia,,10/19/2021,22596667
Asia,,10/20/2021,22764531
Asia,,10/21/2021,22930875
Asia,,10/22/2021,23077387
Asia,,10/23/2021,23250194
Asia,,10/24/2021,23373496
Asia,,10/25/2021,23528292
Asia,,10/26/2021,23727930
Asia,,10/27/2021,23893966
Asia,,10/28/2021,24080961
Asia,,10/29/2021,24258941
Asia,,10/30/2021,24389287
Asia,,10/31/2021,24495385
Asia,,11/1/2021,24697242
Asia,,11/2/2021,24933564
Asia,,11/3/2021,25182090
Asia,,11/4/2021,25364812
Asia,,11/5/2021,63607585
Asia,,11/6/2021,63714872
Asia,,11/7/2021,63823459
Asia,,11/8/2021,64644191
Asia,,11/9/2021,65057512
Asia,,11/10/2021,65341516
Asia,,11/11/2021,65693039
Asia,,11/12/2021,77536411
Asia,,11/13/2021,77873764
Asia,,11/14/2021,77965880
Asia,,11/15/2021,78333192
Asia,,11/16/2021,78728790
Asia,,11/17/2021,79098068
Asia,,11/18/2021,79519198
Asia,,11/19/2021,96143838
Asia,,11/20/2021,96358229
Asia,,11/21/2021,96812013
Asia,,11/22/2021,97149859
Asia,,11/23/2021,97538833
Asia,,11/24/2021,97954768
Asia,,11/25/2021,98420832
Asia,,11/26/2021,98953485
Asia,,11/27/2021,99386769
Asia,,11/28/2021,99711784
Asia,,11/29/2021,100103082
Asia,,11/30/2021,100753603
Asia,,12/1/2021,101320435
Asia,,12/2/2021,101840271
Australia,AUS,10/7/2021,151
Australia,AUS,10/8/2021,292
Australia,AUS,10/9/2021,433
Australia,AUS,10/10/2021,481
Australia,AUS,10/11/2021,715
Australia,AUS,10/12/2021,1055
Australia,AUS,10/13/2021,1328
Australia,AUS,10/14/2021,1658
Australia,AUS,10/15/2021,2110
Australia,AUS,10/16/2021,2444
Australia,AUS,10/17/2021,2662
Australia,AUS,10/18/2021,3159
Australia,AUS,10/19/2021,3726
Australia,AUS,10/20/2021,4617
Australia,AUS,10/21/2021,5398
Australia,AUS,10/22/2021,6183
Australia,AUS,10/23/2021,6577
Australia,AUS,10/24/2021,6828
Australia,AUS,10/25/2021,7581
Australia,AUS,10/26/2021,8307
Australia,AUS,10/27/2021,9518
Australia,AUS,10/28/2021,10541
Australia,AUS,10/29/2021,14041
Australia,AUS,10/30/2021,17195
Australia,AUS,10/31/2021,21087
Australia,AUS,11/1/2021,45613
Australia,AUS,11/2/2021,73476
Australia,AUS,11/3/2021,100000
Australia,AUS,11/4/2021,127255
Australia,AUS,11/5/2021,150000
Australia,AUS,11/6/2021,173000
Australia,AUS,11/7/2021,176783
Australia,AUS,11/8/2021,191218
Australia,AUS,11/9/2021,206926
Australia,AUS,11/10/2021,221690
Australia,AUS,11/11/2021,236767
Australia,AUS,11/12/2021,251293
Australia,AUS,11/13/2021,257462
Australia,AUS,11/14/2021,260638
Australia,AUS,11/15/2021,271460
Australia,AUS,11/16/2021,284837
Australia,AUS,11/17/2021,298841
Australia,AUS,11/18/2021,312339
Australia,AUS,11/19/2021,324285
Australia,AUS,11/20/2021,331734
Australia,AUS,11/21/2021,333463
Australia,AUS,11/22/2021,346587
Australia,AUS,11/23/2021,361690
Australia,AUS,11/24/2021,375635
Australia,AUS,11/25/2021,390625
Australia,AUS,11/26/2021,405698
Australia,AUS,11/27/2021,411864
Australia,AUS,11/28/2021,415162
Australia,AUS,11/29/2021,430584
Australia,AUS,11/30/2021,448945
Australia,AUS,12/1/2021,470000
Australia,AUS,12/2/2021,495252
Austria,AUT,1/19/2021,1
Austria,AUT,1/20/2021,1
Austria,AUT,1/21/2021,1
Austria,AUT,1/22/2021,1
Austria,AUT,1/23/2021,1
Austria,AUT,1/24/2021,1
Austria,AUT,1/25/2021,2
Austria,AUT,1/26/2021,2
Austria,AUT,1/27/2021,2
Austria,AUT,1/28/2021,2
Austria,AUT,1/29/2021,2
Austria,AUT,1/30/2021,2
Austria,AUT,1/31/2021,2
Austria,AUT,2/1/2021,2
Austria,AUT,2/2/2021,31
Austria,AUT,2/3/2021,31
Austria,AUT,2/4/2021,31
Austria,AUT,2/5/2021,31
Austria,AUT,2/6/2021,32
Austria,AUT,2/7/2021,32
Austria,AUT,2/8/2021,32
Austria,AUT,2/9/2021,32
Austria,AUT,2/10/2021,32
Austria,AUT,2/11/2021,32
Austria,AUT,2/12/2021,32
Austria,AUT,2/13/2021,32
Austria,AUT,2/14/2021,32
Austria,AUT,2/15/2021,32
Austria,AUT,2/16/2021,62
Austria,AUT,2/17/2021,62
Austria,AUT,2/18/2021,62
Austria,AUT,2/19/2021,62
Austria,AUT,2/20/2021,62
Austria,AUT,2/21/2021,62
Austria,AUT,2/22/2021,62
Austria,AUT,2/23/2021,62
Austria,AUT,2/24/2021,62
Austria,AUT,2/25/2021,62
Austria,AUT,2/26/2021,62
Austria,AUT,2/27/2021,62
Austria,AUT,2/28/2021,62
Austria,AUT,3/1/2021,62
Austria,AUT,3/2/2021,63
Austria,AUT,3/3/2021,63
Austria,AUT,3/4/2021,63
Austria,AUT,3/5/2021,63
Austria,AUT,3/6/2021,63
Austria,AUT,3/7/2021,63
Austria,AUT,3/8/2021,64
Austria,AUT,3/9/2021,64
Austria,AUT,3/10/2021,64
Austria,AUT,3/11/2021,64
Austria,AUT,3/12/2021,64
Austria,AUT,3/13/2021,64
Austria,AUT,3/14/2021,64
Austria,AUT,3/15/2021,64
Austria,AUT,3/16/2021,64
Austria,AUT,3/17/2021,64
Austria,AUT,3/18/2021,64
Austria,AUT,3/19/2021,65
Austria,AUT,3/20/2021,65
Austria,AUT,3/21/2021,65
Austria,AUT,3/22/2021,66
Austria,AUT,3/23/2021,66
Austria,AUT,3/24/2021,67
Austria,AUT,3/25/2021,68
Austria,AUT,3/26/2021,68
Austria,AUT,3/27/2021,68
Austria,AUT,3/28/2021,68
Austria,AUT,3/29/2021,68
Austria,AUT,3/30/2021,70
Austria,AUT,3/31/2021,70
Austria,AUT,4/1/2021,70
Austria,AUT,4/2/2021,70
Austria,AUT,4/3/2021,70
Austria,AUT,4/4/2021,70
Austria,AUT,4/5/2021,71
Austria,AUT,4/6/2021,72
Austria,AUT,4/7/2021,72
Austria,AUT,4/8/2021,72
Austria,AUT,4/9/2021,74
Austria,AUT,4/10/2021,78
Austria,AUT,4/11/2021,78
Austria,AUT,4/12/2021,81
Austria,AUT,4/13/2021,82
Austria,AUT,4/14/2021,84
Austria,AUT,4/15/2021,84
Austria,AUT,4/16/2021,84
Austria,AUT,4/17/2021,84
Austria,AUT,4/18/2021,85
Austria,AUT,4/19/2021,86
Austria,AUT,4/20/2021,86
Austria,AUT,4/21/2021,86
Austria,AUT,4/22/2021,87
Austria,AUT,4/23/2021,87
Austria,AUT,4/24/2021,87
Austria,AUT,4/25/2021,105
Austria,AUT,4/26/2021,105
Austria,AUT,4/27/2021,107
Austria,AUT,4/28/2021,107
Austria,AUT,4/29/2021,107
Austria,AUT,4/30/2021,108
Austria,AUT,5/1/2021,109
Austria,AUT,5/2/2021,109
Austria,AUT,5/3/2021,109
Austria,AUT,5/4/2021,109
Austria,AUT,5/5/2021,110
Austria,AUT,5/6/2021,111
Austria,AUT,5/7/2021,113
Austria,AUT,5/8/2021,121
Austria,AUT,5/9/2021,121
Austria,AUT,5/10/2021,121
Austria,AUT,5/11/2021,122
Austria,AUT,5/12/2021,122
Austria,AUT,5/13/2021,134
Austria,AUT,5/14/2021,135
Austria,AUT,5/15/2021,135
Austria,AUT,5/16/2021,135
Austria,AUT,5/17/2021,137
Austria,AUT,5/18/2021,137
Austria,AUT,5/19/2021,137
Austria,AUT,5/20/2021,139
Austria,AUT,5/21/2021,141
Austria,AUT,5/22/2021,141
Austria,AUT,5/23/2021,141
Austria,AUT,5/24/2021,142
Austria,AUT,5/25/2021,142
Austria,AUT,5/26/2021,142
Austria,AUT,5/27/2021,145
Austria,AUT,5/28/2021,146
Austria,AUT,5/29/2021,146
Austria,AUT,5/30/2021,146
Austria,AUT,5/31/2021,148
Austria,AUT,6/1/2021,151
Austria,AUT,6/2/2021,156
Austria,AUT,6/3/2021,157
Austria,AUT,6/4/2021,159
Austria,AUT,6/5/2021,163
Austria,AUT,6/6/2021,163
Austria,AUT,6/7/2021,165
Austria,AUT,6/8/2021,169
Austria,AUT,6/9/2021,171
Austria,AUT,6/10/2021,177
Austria,AUT,6/11/2021,184
Austria,AUT,6/12/2021,185
Austria,AUT,6/13/2021,185
Austria,AUT,6/14/2021,185
Austria,AUT,6/15/2021,187
Austria,AUT,6/16/2021,192
Austria,AUT,6/17/2021,198
Austria,AUT,6/18/2021,217
Austria,AUT,6/19/2021,217
Austria,AUT,6/20/2021,217
Austria,AUT,6/21/2021,220
Austria,AUT,6/22/2021,229
Austria,AUT,6/23/2021,232
Austria,AUT,6/24/2021,239
Austria,AUT,6/25/2021,249
Austria,AUT,6/26/2021,252
Austria,AUT,6/27/2021,255
Austria,AUT,6/28/2021,259
Austria,AUT,6/29/2021,268
Austria,AUT,6/30/2021,276
Austria,AUT,7/1/2021,292
Austria,AUT,7/2/2021,305
Austria,AUT,7/3/2021,306
Austria,AUT,7/4/2021,309
Austria,AUT,7/5/2021,322
Austria,AUT,7/6/2021,335
Austria,AUT,7/7/2021,348
Austria,AUT,7/8/2021,405
Austria,AUT,7/9/2021,455
Austria,AUT,7/10/2021,461
Austria,AUT,7/11/2021,469
Austria,AUT,7/12/2021,487
Austria,AUT,7/13/2021,516
Austria,AUT,7/14/2021,540
Austria,AUT,7/15/2021,622
Austria,AUT,7/16/2021,704
Austria,AUT,7/17/2021,722
Austria,AUT,7/18/2021,725
Austria,AUT,7/19/2021,734
Austria,AUT,7/20/2021,765
Austria,AUT,7/21/2021,785
Austria,AUT,7/22/2021,815
Austria,AUT,7/23/2021,840
Austria,AUT,7/24/2021,848
Austria,AUT,7/25/2021,855
Austria,AUT,7/26/2021,873
Austria,AUT,7/27/2021,900
Austria,AUT,7/28/2021,961
Austria,AUT,7/29/2021,1005
Austria,AUT,7/30/2021,1033
Austria,AUT,7/31/2021,1057
Austria,AUT,8/1/2021,1063
Austria,AUT,8/2/2021,1084
Austria,AUT,8/3/2021,1115
Austria,AUT,8/4/2021,1192
Austria,AUT,8/5/2021,1226
Austria,AUT,8/6/2021,1305
Austria,AUT,8/7/2021,1320
Austria,AUT,8/8/2021,1333
Austria,AUT,8/9/2021,1388
Austria,AUT,8/10/2021,1482
Austria,AUT,8/11/2021,1576
Austria,AUT,8/12/2021,1629
Austria,AUT,8/13/2021,1714
Austria,AUT,8/14/2021,1725
Austria,AUT,8/15/2021,1735
Austria,AUT,8/16/2021,1770
Austria,AUT,8/17/2021,1835
Austria,AUT,8/18/2021,1967
Austria,AUT,8/19/2021,2077
Austria,AUT,8/20/2021,2193
Austria,AUT,8/21/2021,2263
Austria,AUT,8/22/2021,2281
Austria,AUT,8/23/2021,2395
Austria,AUT,8/24/2021,2568
Austria,AUT,8/25/2021,2739
Austria,AUT,8/26/2021,2974
Austria,AUT,8/27/2021,3186
Austria,AUT,8/28/2021,3228
Austria,AUT,8/29/2021,3252
Austria,AUT,8/30/2021,3361
Austria,AUT,8/31/2021,3594
Austria,AUT,9/1/2021,4002
Austria,AUT,9/2/2021,4721
Austria,AUT,9/3/2021,5781
Austria,AUT,9/4/2021,6587
Austria,AUT,9/5/2021,6633
Austria,AUT,9/6/2021,7234
Austria,AUT,9/7/2021,8324
Austria,AUT,9/8/2021,9301
Austria,AUT,9/9/2021,10547
Austria,AUT,9/10/2021,11776
Austria,AUT,9/11/2021,12276
Austria,AUT,9/12/2021,12380
Austria,AUT,9/13/2021,13514
Austria,AUT,9/14/2021,15551
Austria,AUT,9/15/2021,18103
Austria,AUT,9/16/2021,21182
Austria,AUT,9/17/2021,24120
Austria,AUT,9/18/2021,24873
Austria,AUT,9/19/2021,25074
Austria,AUT,9/20/2021,27219
Austria,AUT,9/21/2021,31614
Austria,AUT,9/22/2021,37774
Austria,AUT,9/23/2021,41757
Austria,AUT,9/24/2021,45219
Austria,AUT,9/25/2021,47130
Austria,AUT,9/26/2021,47580
Austria,AUT,9/27/2021,50266
Austria,AUT,9/28/2021,54890
Austria,AUT,9/29/2021,62887
Austria,AUT,9/30/2021,70913
Austria,AUT,10/1/2021,76741
Austria,AUT,10/2/2021,79249
Austria,AUT,10/3/2021,79542
Austria,AUT,10/4/2021,84750
Austria,AUT,10/5/2021,94350
Austria,AUT,10/6/2021,108764
Austria,AUT,10/7/2021,120595
Austria,AUT,10/8/2021,133434
Austria,AUT,10/9/2021,138567
Austria,AUT,10/10/2021,139144
Austria,AUT,10/11/2021,145481
Austria,AUT,10/12/2021,155592
Austria,AUT,10/13/2021,169628
Austria,AUT,10/14/2021,182845
Austria,AUT,10/15/2021,194795
Austria,AUT,10/16/2021,198194
Austria,AUT,10/17/2021,198713
Austria,AUT,10/18/2021,207800
Austria,AUT,10/19/2021,220358
Austria,AUT,10/20/2021,237408
Austria,AUT,10/21/2021,252964
Austria,AUT,10/22/2021,267813
Austria,AUT,10/23/2021,272579
Austria,AUT,10/24/2021,273294
Austria,AUT,10/25/2021,279359
Austria,AUT,10/26/2021,280969
Austria,AUT,10/27/2021,295121
Austria,AUT,10/28/2021,308356
Austria,AUT,10/29/2021,321388
Austria,AUT,10/30/2021,326737
Austria,AUT,10/31/2021,327871
Austria,AUT,11/1/2021,329164
Austria,AUT,11/2/2021,342823
Austria,AUT,11/3/2021,367874
Austria,AUT,11/4/2021,396346
Austria,AUT,11/5/2021,432603
Austria,AUT,11/6/2021,453667
Austria,AUT,11/7/2021,464770
Austria,AUT,11/8/2021,493286
Austria,AUT,11/9/2021,531360
Austria,AUT,11/10/2021,578066
Austria,AUT,11/11/2021,630751
Austria,AUT,11/12/2021,692864
Austria,AUT,11/13/2021,730214
Austria,AUT,11/14/2021,755285
Austria,AUT,11/15/2021,801357
Austria,AUT,11/16/2021,864108
Austria,AUT,11/17/2021,941692
Austria,AUT,11/18/2021,1029990
Austria,AUT,11/19/2021,1132182
Austria,AUT,11/20/2021,1194534
Austria,AUT,11/21/2021,1238625
Austria,AUT,11/22/2021,1307999
Austria,AUT,11/23/2021,1395084
Austria,AUT,11/24/2021,1498187
Austria,AUT,11/25/2021,1601164
Austria,AUT,11/26/2021,1719495
Austria,AUT,11/27/2021,1795306
Austria,AUT,11/28/2021,1835617
Austria,AUT,11/29/2021,1903399
Austria,AUT,11/30/2021,1982894
Austria,AUT,12/1/2021,2071816
Austria,AUT,12/2/2021,2153615
Azerbaijan,AZE,11/8/2021,485126
Azerbaijan,AZE,11/9/2021,490878
Azerbaijan,AZE,11/11/2021,521493
Azerbaijan,AZE,11/12/2021,544963
Azerbaijan,AZE,11/13/2021,570598
Azerbaijan,AZE,11/14/2021,589459
Azerbaijan,AZE,11/15/2021,589538
Azerbaijan,AZE,11/16/2021,613208
Azerbaijan,AZE,11/17/2021,634416
Azerbaijan,AZE,11/18/2021,657536
Azerbaijan,AZE,11/19/2021,678821
Azerbaijan,AZE,11/20/2021,700569
Azerbaijan,AZE,11/21/2021,716991
Azerbaijan,AZE,11/22/2021,717039
Azerbaijan,AZE,11/23/2021,740961
Azerbaijan,AZE,11/24/2021,764782
Azerbaijan,AZE,11/25/2021,787910
Azerbaijan,AZE,11/26/2021,809845
Azerbaijan,AZE,11/27/2021,833399
Azerbaijan,AZE,11/28/2021,852512
Azerbaijan,AZE,11/29/2021,852729
Azerbaijan,AZE,11/30/2021,881345
Azerbaijan,AZE,12/1/2021,911353
Azerbaijan,AZE,12/2/2021,938767
Belgium,BEL,9/9/2021,176
Belgium,BEL,9/10/2021,356
Belgium,BEL,9/11/2021,423
Belgium,BEL,9/12/2021,426
Belgium,BEL,9/13/2021,823
Belgium,BEL,9/14/2021,1158
Belgium,BEL,9/15/2021,2217
Belgium,BEL,9/16/2021,4205
Belgium,BEL,9/17/2021,9681
Belgium,BEL,9/18/2021,16646
Belgium,BEL,9/19/2021,16685
Belgium,BEL,9/20/2021,19271
Belgium,BEL,9/21/2021,24975
Belgium,BEL,9/22/2021,38296
Belgium,BEL,9/23/2021,47646
Belgium,BEL,9/24/2021,59308
Belgium,BEL,9/25/2021,74477
Belgium,BEL,9/26/2021,74549
Belgium,BEL,9/27/2021,82849
Belgium,BEL,9/28/2021,97129
Belgium,BEL,9/29/2021,120514
Belgium,BEL,9/30/2021,138792
Belgium,BEL,10/1/2021,153953
Belgium,BEL,10/2/2021,167215
Belgium,BEL,10/3/2021,167651
Belgium,BEL,10/4/2021,176746
Belgium,BEL,10/5/2021,190441
Belgium,BEL,10/6/2021,221163
Belgium,BEL,10/7/2021,259637
Belgium,BEL,10/8/2021,288216
Belgium,BEL,10/9/2021,303152
Belgium,BEL,10/10/2021,303935
Belgium,BEL,10/11/2021,318716
Belgium,BEL,10/12/2021,346591
Belgium,BEL,10/13/2021,379160
Belgium,BEL,10/14/2021,411129
Belgium,BEL,10/15/2021,432693
Belgium,BEL,10/16/2021,443202
Belgium,BEL,10/17/2021,443930
Belgium,BEL,10/18/2021,450993
Belgium,BEL,10/19/2021,468117
Belgium,BEL,10/20/2021,490927
Belgium,BEL,10/21/2021,518687
Belgium,BEL,10/22/2021,538181
Belgium,BEL,10/23/2021,546115
Belgium,BEL,10/24/2021,546259
Belgium,BEL,10/25/2021,556882
Belgium,BEL,10/26/2021,578776
Belgium,BEL,10/27/2021,603464
Belgium,BEL,10/28/2021,631644
Belgium,BEL,10/29/2021,651937
Belgium,BEL,10/30/2021,659360
Belgium,BEL,10/31/2021,659443
Belgium,BEL,11/1/2021,659949
Belgium,BEL,11/2/2021,671138
Belgium,BEL,11/3/2021,692114
Belgium,BEL,11/4/2021,713440
Belgium,BEL,11/5/2021,732748
Belgium,BEL,11/6/2021,744320
Belgium,BEL,11/7/2021,745571
Belgium,BEL,11/8/2021,760767
Belgium,BEL,11/9/2021,783232
Belgium,BEL,11/10/2021,817302
Belgium,BEL,11/11/2021,822003
Belgium,BEL,11/12/2021,845284
Belgium,BEL,11/13/2021,858973
Belgium,BEL,11/14/2021,859221
Belgium,BEL,11/15/2021,883835
Belgium,BEL,11/16/2021,926173
Belgium,BEL,11/17/2021,988065
Belgium,BEL,11/18/2021,1046960
Belgium,BEL,11/19/2021,1099483
Belgium,BEL,11/20/2021,1122773
Belgium,BEL,11/21/2021,1123567
Belgium,BEL,11/22/2021,1167481
Belgium,BEL,11/23/2021,1245783
Belgium,BEL,11/24/2021,1336563
Belgium,BEL,11/25/2021,1447858
Belgium,BEL,11/26/2021,1537860
Belgium,BEL,11/27/2021,1570281
Belgium,BEL,11/28/2021,1573054
Belgium,BEL,11/29/2021,1644982
Belgium,BEL,11/30/2021,1739197
Belgium,BEL,12/1/2021,1837118
Belgium,BEL,12/2/2021,1903959
Bermuda,BMU,11/5/2021,5512
Bolivia,BOL,10/14/2021,11466
Bolivia,BOL,10/15/2021,22390
Bolivia,BOL,10/16/2021,24509
Bolivia,BOL,10/17/2021,27571
Bolivia,BOL,10/18/2021,45963
Bolivia,BOL,10/19/2021,76112
Bolivia,BOL,10/20/2021,106137
Bolivia,BOL,10/21/2021,133491
Bolivia,BOL,10/22/2021,156157
Bolivia,BOL,10/23/2021,159582
Bolivia,BOL,10/24/2021,161269
Bolivia,BOL,10/25/2021,189461
Bolivia,BOL,10/26/2021,212228
Bolivia,BOL,10/27/2021,240875
Bolivia,BOL,10/28/2021,262528
Bolivia,BOL,10/29/2021,305066
Bolivia,BOL,10/30/2021,320124
Bolivia,BOL,10/31/2021,329432
Bolivia,BOL,11/3/2021,346660
Bolivia,BOL,11/4/2021,352461
Bolivia,BOL,11/5/2021,357438
