Entity,Code,Day,total_boosters
Malaysia,MYS,11/30/2021,2419038
Malaysia,MYS,12/1/2021,2548467
Malaysia,MYS,12/2/2021,2682913
Maldives,MDV,11/16/2021,5390
Maldives,MDV,11/17/2021,5630
Maldives,MDV,11/18/2021,6009
Maldives,MDV,11/21/2021,6722
Maldives,MDV,11/22/2021,7293
Maldives,MDV,11/23/2021,7947
Maldives,MDV,11/25/2021,9058
Maldives,MDV,11/27/2021,9558
Maldives,MDV,11/28/2021,10331
Maldives,MDV,11/30/2021,12193
Malta,MLT,9/6/2021,530
Malta,MLT,9/7/2021,1257
Malta,MLT,9/8/2021,1320
Malta,MLT,9/9/2021,1796
Malta,MLT,9/10/2021,1938
Malta,MLT,9/11/2021,2240
Malta,MLT,9/12/2021,2240
Malta,MLT,9/13/2021,2955
Malta,MLT,9/14/2021,3468
Malta,MLT,9/15/2021,4001
Malta,MLT,9/16/2021,4477
Malta,MLT,9/17/2021,4821
Malta,MLT,9/18/2021,5059
Malta,MLT,9/19/2021,5059
Malta,MLT,9/20/2021,5389
Malta,MLT,9/21/2021,5450
Malta,MLT,9/22/2021,5798
Malta,MLT,9/23/2021,6141
Malta,MLT,9/24/2021,6552
Malta,MLT,9/25/2021,6908
Malta,MLT,9/26/2021,6908
Malta,MLT,9/27/2021,8171
Malta,MLT,10/8/2021,22611
Malta,MLT,10/9/2021,23535
Malta,MLT,10/10/2021,24518
Malta,MLT,10/11/2021,25937
Malta,MLT,10/12/2021,27409
Malta,MLT,10/13/2021,28733
Malta,MLT,10/14/2021,29990
Malta,MLT,10/15/2021,31470
Malta,MLT,10/16/2021,32904
Malta,MLT,10/17/2021,34300
Malta,MLT,10/18/2021,36140
Malta,MLT,10/19/2021,38254
Malta,MLT,10/20/2021,39756
Malta,MLT,10/21/2021,41425
Malta,MLT,10/22/2021,43043
Malta,MLT,10/23/2021,44153
Malta,MLT,10/24/2021,44830
Malta,MLT,10/25/2021,46099
Malta,MLT,10/26/2021,47312
Malta,MLT,10/27/2021,48676
Malta,MLT,10/28/2021,49953
Malta,MLT,10/29/2021,50853
Malta,MLT,10/30/2021,51932
Malta,MLT,10/31/2021,52915
Malta,MLT,11/1/2021,54267
Malta,MLT,11/2/2021,54979
Malta,MLT,11/3/2021,55876
Malta,MLT,11/4/2021,56585
Malta,MLT,11/5/2021,57208
Malta,MLT,11/6/2021,58540
Malta,MLT,11/7/2021,59041
Malta,MLT,11/8/2021,62037
Malta,MLT,11/9/2021,64797
Malta,MLT,11/10/2021,67364
Malta,MLT,11/11/2021,70036
Malta,MLT,11/12/2021,71828
Malta,MLT,11/13/2021,74617
Malta,MLT,11/14/2021,76771
Malta,MLT,11/15/2021,79203
Malta,MLT,11/16/2021,82115
Malta,MLT,11/17/2021,85138
Malta,MLT,11/18/2021,87802
Malta,MLT,11/19/2021,90524
Malta,MLT,11/20/2021,93247
Malta,MLT,11/21/2021,96507
Malta,MLT,11/22/2021,99506
Malta,MLT,11/23/2021,102335
Malta,MLT,11/24/2021,104989
Malta,MLT,11/25/2021,107776
Malta,MLT,11/26/2021,110676
Malta,MLT,11/27/2021,113857
Malta,MLT,11/28/2021,117263
Malta,MLT,11/29/2021,120528
Malta,MLT,11/30/2021,123944
Malta,MLT,12/1/2021,124074
New Zealand,NZL,5/27/2021,1
New Zealand,NZL,5/28/2021,1
New Zealand,NZL,5/29/2021,1
New Zealand,NZL,5/30/2021,1
New Zealand,NZL,5/31/2021,2
New Zealand,NZL,6/1/2021,4
New Zealand,NZL,6/2/2021,4
New Zealand,NZL,6/3/2021,4
New Zealand,NZL,6/4/2021,4
New Zealand,NZL,6/5/2021,4
New Zealand,NZL,6/6/2021,4
New Zealand,NZL,6/7/2021,4
New Zealand,NZL,6/8/2021,5
New Zealand,NZL,6/9/2021,5
New Zealand,NZL,6/10/2021,5
New Zealand,NZL,6/11/2021,5
New Zealand,NZL,6/12/2021,5
New Zealand,NZL,6/13/2021,5
New Zealand,NZL,6/14/2021,5
New Zealand,NZL,6/15/2021,5
New Zealand,NZL,6/16/2021,5
New Zealand,NZL,6/17/2021,5
New Zealand,NZL,6/18/2021,5
New Zealand,NZL,6/19/2021,5
New Zealand,NZL,6/20/2021,5
New Zealand,NZL,6/21/2021,5
New Zealand,NZL,6/22/2021,5
New Zealand,NZL,6/23/2021,5
New Zealand,NZL,6/24/2021,5
New Zealand,NZL,6/25/2021,5
New Zealand,NZL,6/26/2021,5
New Zealand,NZL,6/27/2021,5
New Zealand,NZL,6/28/2021,5
New Zealand,NZL,6/29/2021,5
New Zealand,NZL,6/30/2021,5
New Zealand,NZL,7/1/2021,5
New Zealand,NZL,7/2/2021,5
New Zealand,NZL,7/3/2021,5
New Zealand,NZL,7/4/2021,5
New Zealand,NZL,7/5/2021,5
New Zealand,NZL,7/6/2021,5
New Zealand,NZL,7/7/2021,5
New Zealand,NZL,7/8/2021,5
New Zealand,NZL,7/9/2021,5
New Zealand,NZL,7/10/2021,5
New Zealand,NZL,7/11/2021,5
New Zealand,NZL,7/12/2021,5
New Zealand,NZL,7/13/2021,5
New Zealand,NZL,7/14/2021,5
New Zealand,NZL,7/15/2021,6
New Zealand,NZL,7/16/2021,6
New Zealand,NZL,7/17/2021,6
New Zealand,NZL,7/18/2021,6
New Zealand,NZL,7/19/2021,6
New Zealand,NZL,7/20/2021,6
New Zealand,NZL,7/21/2021,6
New Zealand,NZL,7/22/2021,6
New Zealand,NZL,7/23/2021,6
New Zealand,NZL,7/24/2021,6
New Zealand,NZL,7/25/2021,6
New Zealand,NZL,7/26/2021,6
New Zealand,NZL,7/27/2021,6
New Zealand,NZL,7/28/2021,6
New Zealand,NZL,7/29/2021,7
New Zealand,NZL,7/30/2021,7
New Zealand,NZL,7/31/2021,7
New Zealand,NZL,8/1/2021,7
New Zealand,NZL,8/2/2021,8
New Zealand,NZL,8/3/2021,8
New Zealand,NZL,8/4/2021,8
New Zealand,NZL,8/5/2021,8
New Zealand,NZL,8/6/2021,8
New Zealand,NZL,8/7/2021,9
New Zealand,NZL,8/8/2021,9
New Zealand,NZL,8/9/2021,9
New Zealand,NZL,8/10/2021,9
New Zealand,NZL,8/11/2021,9
New Zealand,NZL,8/12/2021,9
New Zealand,NZL,8/13/2021,9
New Zealand,NZL,8/14/2021,9
New Zealand,NZL,8/15/2021,10
New Zealand,NZL,8/16/2021,10
New Zealand,NZL,8/17/2021,11
New Zealand,NZL,8/18/2021,11
New Zealand,NZL,8/19/2021,11
New Zealand,NZL,8/20/2021,12
New Zealand,NZL,8/21/2021,12
New Zealand,NZL,8/22/2021,13
New Zealand,NZL,8/23/2021,14
New Zealand,NZL,8/24/2021,14
New Zealand,NZL,8/25/2021,14
New Zealand,NZL,8/26/2021,14
New Zealand,NZL,8/27/2021,14
New Zealand,NZL,8/28/2021,14
New Zealand,NZL,8/29/2021,14
New Zealand,NZL,8/30/2021,14
New Zealand,NZL,8/31/2021,14
New Zealand,NZL,9/1/2021,14
New Zealand,NZL,9/2/2021,14
New Zealand,NZL,9/3/2021,15
New Zealand,NZL,9/4/2021,16
New Zealand,NZL,9/5/2021,16
New Zealand,NZL,9/6/2021,16
New Zealand,NZL,9/7/2021,17
New Zealand,NZL,9/8/2021,17
New Zealand,NZL,9/9/2021,17
New Zealand,NZL,9/10/2021,18
New Zealand,NZL,9/11/2021,18
New Zealand,NZL,9/12/2021,18
New Zealand,NZL,9/13/2021,18
New Zealand,NZL,9/14/2021,18
New Zealand,NZL,9/15/2021,18
New Zealand,NZL,9/16/2021,18
New Zealand,NZL,9/17/2021,19
New Zealand,NZL,9/18/2021,19
New Zealand,NZL,9/19/2021,19
New Zealand,NZL,9/20/2021,19
New Zealand,NZL,9/21/2021,19
New Zealand,NZL,9/22/2021,19
New Zealand,NZL,9/23/2021,20
New Zealand,NZL,9/24/2021,20
New Zealand,NZL,9/25/2021,21
New Zealand,NZL,9/26/2021,21
New Zealand,NZL,9/27/2021,22
New Zealand,NZL,9/28/2021,25
New Zealand,NZL,9/29/2021,25
New Zealand,NZL,9/30/2021,25
New Zealand,NZL,10/1/2021,29
New Zealand,NZL,10/2/2021,29
New Zealand,NZL,10/3/2021,29
New Zealand,NZL,10/4/2021,29
New Zealand,NZL,10/5/2021,29
New Zealand,NZL,10/6/2021,30
New Zealand,NZL,10/7/2021,32
New Zealand,NZL,10/8/2021,32
New Zealand,NZL,10/9/2021,33
New Zealand,NZL,10/10/2021,33
New Zealand,NZL,10/11/2021,36
New Zealand,NZL,10/12/2021,37
New Zealand,NZL,10/13/2021,37
New Zealand,NZL,10/14/2021,37
New Zealand,NZL,10/15/2021,39
New Zealand,NZL,10/16/2021,42
New Zealand,NZL,10/17/2021,42
New Zealand,NZL,10/18/2021,43
New Zealand,NZL,10/19/2021,44
New Zealand,NZL,10/20/2021,47
New Zealand,NZL,10/21/2021,55
New Zealand,NZL,10/22/2021,66
New Zealand,NZL,10/23/2021,72
New Zealand,NZL,10/24/2021,72
New Zealand,NZL,10/25/2021,73
New Zealand,NZL,10/26/2021,99
New Zealand,NZL,10/27/2021,123
New Zealand,NZL,10/28/2021,202
New Zealand,NZL,10/29/2021,352
New Zealand,NZL,10/30/2021,427
New Zealand,NZL,10/31/2021,439
New Zealand,NZL,11/1/2021,608
New Zealand,NZL,11/2/2021,860
New Zealand,NZL,11/3/2021,1161
New Zealand,NZL,11/4/2021,1520
New Zealand,NZL,11/5/2021,1870
New Zealand,NZL,11/6/2021,1993
New Zealand,NZL,11/7/2021,2028
New Zealand,NZL,11/8/2021,2322
New Zealand,NZL,11/9/2021,2737
New Zealand,NZL,11/10/2021,3197
New Zealand,NZL,11/11/2021,3681
New Zealand,NZL,11/12/2021,4049
New Zealand,NZL,11/13/2021,4208
New Zealand,NZL,11/14/2021,4250
New Zealand,NZL,11/15/2021,4680
New Zealand,NZL,11/16/2021,5141
New Zealand,NZL,11/17/2021,5643
New Zealand,NZL,11/18/2021,6165
New Zealand,NZL,11/19/2021,6661
New Zealand,NZL,11/20/2021,6834
New Zealand,NZL,11/21/2021,6991
New Zealand,NZL,11/22/2021,7557
New Zealand,NZL,11/23/2021,8127
New Zealand,NZL,11/24/2021,8852
New Zealand,NZL,11/25/2021,9636
New Zealand,NZL,11/26/2021,14636
New Zealand,NZL,11/27/2021,19305
New Zealand,NZL,11/28/2021,21624
New Zealand,NZL,11/29/2021,44929
New Zealand,NZL,11/30/2021,64351
New Zealand,NZL,12/2/2021,96824
North America,,2/11/2021,3
North America,,2/12/2021,5
North America,,2/13/2021,5
North America,,2/14/2021,5
North America,,2/15/2021,5
North America,,2/16/2021,5
North America,,2/17/2021,5
North America,,2/18/2021,5
North America,,2/19/2021,7
North America,,2/20/2021,11
North America,,2/21/2021,12
North America,,2/22/2021,13
North America,,2/23/2021,13
North America,,2/24/2021,13
North America,,2/25/2021,13
North America,,2/26/2021,13
North America,,2/27/2021,13
North America,,2/28/2021,13
North America,,3/1/2021,13
North America,,3/2/2021,13
North America,,3/3/2021,13
North America,,3/4/2021,13
North America,,3/5/2021,13
North America,,3/6/2021,13
North America,,3/7/2021,13
North America,,3/8/2021,13
North America,,3/9/2021,15
North America,,3/10/2021,15
North America,,3/11/2021,15
North America,,3/12/2021,15
North America,,3/13/2021,17
North America,,3/14/2021,17
North America,,3/15/2021,17
North America,,3/16/2021,18
North America,,3/17/2021,19
North America,,3/18/2021,19
North America,,3/19/2021,19
North America,,3/20/2021,20
North America,,3/21/2021,20
North America,,3/22/2021,20
North America,,3/23/2021,21
North America,,3/24/2021,22
North America,,3/25/2021,22
North America,,3/26/2021,22
North America,,3/27/2021,23
North America,,3/28/2021,23
North America,,3/29/2021,23
North America,,3/30/2021,23
North America,,3/31/2021,23
North America,,4/1/2021,24
North America,,4/2/2021,24
North America,,4/3/2021,26
North America,,4/4/2021,27
North America,,4/5/2021,27
North America,,4/6/2021,28
North America,,4/7/2021,28
North America,,4/8/2021,28
North America,,4/9/2021,28
North America,,4/10/2021,28
North America,,4/11/2021,29
North America,,4/12/2021,30
North America,,4/13/2021,31
North America,,4/14/2021,32
North America,,4/15/2021,32
North America,,4/16/2021,34
North America,,4/17/2021,34
North America,,4/18/2021,35
North America,,4/19/2021,37
North America,,4/20/2021,38
North America,,4/21/2021,41
North America,,4/22/2021,43
North America,,4/23/2021,49
North America,,4/24/2021,51
North America,,4/25/2021,52
North America,,4/26/2021,55
North America,,4/27/2021,58
North America,,4/28/2021,62
North America,,4/29/2021,64
North America,,4/30/2021,67
North America,,5/1/2021,73
North America,,5/2/2021,77
North America,,5/3/2021,79
North America,,5/4/2021,85
North America,,5/5/2021,91
North America,,5/6/2021,98
North America,,5/7/2021,106
North America,,5/8/2021,108
North America,,5/9/2021,112
North America,,5/10/2021,113
North America,,5/11/2021,118
North America,,5/12/2021,120
North America,,5/13/2021,124
North America,,5/14/2021,127
North America,,5/15/2021,136
North America,,5/16/2021,136
North America,,5/17/2021,138
North America,,5/18/2021,143
North America,,5/19/2021,148
North America,,5/20/2021,155
North America,,5/21/2021,167
North America,,5/22/2021,172
North America,,5/23/2021,173
North America,,5/24/2021,179
North America,,5/25/2021,182
North America,,5/26/2021,192
North America,,5/27/2021,200
North America,,5/28/2021,213
North America,,5/29/2021,225
North America,,5/30/2021,234
North America,,5/31/2021,239
North America,,6/1/2021,253
North America,,6/2/2021,288
North America,,6/3/2021,305
North America,,6/4/2021,332
North America,,6/5/2021,337
North America,,6/6/2021,351
North America,,6/7/2021,355
North America,,6/8/2021,368
North America,,6/9/2021,381
North America,,6/10/2021,404
North America,,6/11/2021,420
North America,,6/12/2021,449
North America,,6/13/2021,474
North America,,6/14/2021,505
North America,,6/15/2021,538
North America,,6/16/2021,569
North America,,6/17/2021,599
North America,,6/18/2021,631
North America,,6/19/2021,693
North America,,6/20/2021,711
North America,,6/21/2021,726
North America,,6/22/2021,761
North America,,6/23/2021,804
North America,,6/24/2021,874
North America,,6/25/2021,895
North America,,6/26/2021,938
North America,,6/27/2021,978
North America,,6/28/2021,994
North America,,6/29/2021,1036
North America,,6/30/2021,1088
North America,,7/1/2021,1199
North America,,7/2/2021,1264
North America,,7/3/2021,1326
North America,,7/4/2021,1368
North America,,7/5/2021,1919
North America,,7/6/2021,2449
North America,,7/7/2021,40653
North America,,7/8/2021,56131
North America,,7/9/2021,73307
North America,,7/10/2021,83096
North America,,7/11/2021,88370
North America,,7/12/2021,105951
North America,,7/13/2021,126207
North America,,7/14/2021,144573
North America,,7/15/2021,161614
North America,,7/16/2021,176318
North America,,7/17/2021,190073
North America,,7/18/2021,193534
North America,,7/19/2021,209136
North America,,7/20/2021,224908
North America,,7/21/2021,243956
North America,,7/22/2021,264568
North America,,7/23/2021,283240
North America,,7/24/2021,290337
North America,,7/25/2021,292169
North America,,7/26/2021,308479
North America,,7/27/2021,328623
North America,,7/28/2021,349111
North America,,7/29/2021,366751
North America,,7/30/2021,381434
North America,,7/31/2021,387033
North America,,8/1/2021,389414
North America,,8/2/2021,402908
North America,,8/3/2021,418498
North America,,8/4/2021,434999
North America,,8/5/2021,450749
North America,,8/6/2021,463571
North America,,8/7/2021,469516
North America,,8/8/2021,472077
North America,,8/9/2021,485579
North America,,8/10/2021,500557
North America,,8/11/2021,508981
North America,,8/12/2021,515305
North America,,8/13/2021,538698
North America,,8/14/2021,577247
North America,,8/15/2021,610202
North America,,8/16/2021,686678
North America,,8/17/2021,791485
North America,,8/18/2021,915145
North America,,8/19/2021,1037221
North America,,8/20/2021,1164730
North America,,8/21/2021,1227965
North America,,8/22/2021,1259883
North America,,8/23/2021,1364672
North America,,8/24/2021,1472938
North America,,8/25/2021,1584938
North America,,8/26/2021,1704414
North America,,8/27/2021,1837647
North America,,8/28/2021,1903715
North America,,8/29/2021,1939343
North America,,8/30/2021,2044948
North America,,8/31/2021,2160978
North America,,9/1/2021,2283536
North America,,9/2/2021,2406122
North America,,9/3/2021,2532616
North America,,9/4/2021,2580476
North America,,9/5/2021,2608751
North America,,9/6/2021,2630943
North America,,9/7/2021,2731390
North America,,9/8/2021,2836170
North America,,9/9/2021,2940336
North America,,9/10/2021,3053260
North America,,9/11/2021,3105032
North America,,9/12/2021,3128789
North America,,9/13/2021,3210174
North America,,9/14/2021,3291297
North America,,9/15/2021,3374119
North America,,9/16/2021,3457966
North America,,9/17/2021,3598274
North America,,9/18/2021,3649609
North America,,9/19/2021,3673829
North America,,9/20/2021,3771737
North America,,9/21/2021,3871581
North America,,9/22/2021,3967618
North America,,9/23/2021,4081280
North America,,9/24/2021,4381051
North America,,9/25/2021,4615241
North America,,9/26/2021,4757531
North America,,9/27/2021,5265532
North America,,9/28/2021,5788497
North America,,9/29/2021,6340978
North America,,9/30/2021,6900004
North America,,10/1/2021,7479550
North America,,10/2/2021,7720971
North America,,10/3/2021,7861574
North America,,10/4/2021,8342475
North America,,10/5/2021,8869380
North America,,10/6/2021,9441421
North America,,10/7/2021,9962350
North America,,10/8/2021,10501297
North America,,10/9/2021,10717217
North America,,10/10/2021,10857137
North America,,10/11/2021,11273885
North America,,10/12/2021,11759299
North America,,10/13/2021,12241195
North America,,10/14/2021,12733312
North America,,10/15/2021,13251450
North America,,10/16/2021,13466274
North America,,10/17/2021,13585369
North America,,10/18/2021,14013150
North America,,10/19/2021,14448703
North America,,10/20/2021,14895416
North America,,10/21/2021,15348217
North America,,10/22/2021,16161910
North America,,10/23/2021,16662215
North America,,10/24/2021,16932410
North America,,10/25/2021,17972416
North America,,10/26/2021,18987237
North America,,10/27/2021,20037594
North America,,10/28/2021,21116013
North America,,10/29/2021,22261301
North America,,10/30/2021,22766817
North America,,10/31/2021,23016083
North America,,11/1/2021,23950373
North America,,11/2/2021,24928654
North America,,11/3/2021,25956800
North America,,11/4/2021,26991307
North America,,11/5/2021,28145025
North America,,11/6/2021,28637585
North America,,11/7/2021,28875382
North America,,11/8/2021,29684228
North America,,11/9/2021,30597414
North America,,11/10/2021,31561072
North America,,11/11/2021,32389272
North America,,11/12/2021,33472495
North America,,11/13/2021,33977545
North America,,11/14/2021,34262413
North America,,11/15/2021,35156821
North America,,11/16/2021,36151412
North America,,11/17/2021,37156411
North America,,11/18/2021,38183986
North America,,11/19/2021,39386706
North America,,11/20/2021,40000923
North America,,11/21/2021,40397516
North America,,11/22/2021,41508809
North America,,11/23/2021,42544147
North America,,11/24/2021,43357559
North America,,11/25/2021,43406364
North America,,11/26/2021,44080652
North America,,11/27/2021,44499859
North America,,11/28/2021,44780353
North America,,11/29/2021,45627306
North America,,11/30/2021,46475849
North America,,12/1/2021,46599251
North America,,12/2/2021,46635579
North Macedonia,MKD,9/29/2021,137
North Macedonia,MKD,9/30/2021,181
North Macedonia,MKD,10/1/2021,235
North Macedonia,MKD,10/5/2021,425
North Macedonia,MKD,10/6/2021,499
North Macedonia,MKD,10/8/2021,625
North Macedonia,MKD,10/10/2021,782
North Macedonia,MKD,10/14/2021,982
North Macedonia,MKD,10/15/2021,1039
North Macedonia,MKD,10/18/2021,1148
North Macedonia,MKD,10/19/2021,1197
North Macedonia,MKD,10/20/2021,1292
North Macedonia,MKD,10/21/2021,2365
North Macedonia,MKD,10/22/2021,5666
North Macedonia,MKD,10/26/2021,15851
North Macedonia,MKD,10/28/2021,24021
North Macedonia,MKD,10/29/2021,27298
North Macedonia,MKD,11/1/2021,30852
North Macedonia,MKD,11/3/2021,36424
North Macedonia,MKD,11/4/2021,38719
North Macedonia,MKD,11/8/2021,43376
North Macedonia,MKD,11/13/2021,54170
North Macedonia,MKD,11/16/2021,56349
North Macedonia,MKD,11/18/2021,59735
North Macedonia,MKD,11/22/2021,63137
Northern Cyprus,OWID_CYN,9/26/2021,40909
Northern Cyprus,OWID_CYN,10/22/2021,46158
Northern Cyprus,OWID_CYN,10/29/2021,47948
Northern Cyprus,OWID_CYN,11/5/2021,51741
Northern Cyprus,OWID_CYN,11/12/2021,56061
Northern Cyprus,OWID_CYN,11/19/2021,62976
Northern Cyprus,OWID_CYN,11/26/2021,80243
Northern Ireland,,9/30/2021,4742
Northern Ireland,,10/1/2021,5494
Northern Ireland,,10/2/2021,6196
Northern Ireland,,10/3/2021,7481
Northern Ireland,,10/4/2021,9000
Northern Ireland,,10/5/2021,10957
Northern Ireland,,10/6/2021,12667
Northern Ireland,,10/7/2021,14242
Northern Ireland,,10/8/2021,15525
Northern Ireland,,10/9/2021,16256
Northern Ireland,,10/10/2021,17854
Northern Ireland,,10/11/2021,20672
Northern Ireland,,10/12/2021,23980
Northern Ireland,,10/13/2021,25779
Northern Ireland,,10/14/2021,29515
Northern Ireland,,10/15/2021,30857
Northern Ireland,,10/16/2021,31577
Northern Ireland,,10/17/2021,32809
Northern Ireland,,10/18/2021,35434
Northern Ireland,,10/19/2021,41016
Northern Ireland,,10/20/2021,45030
Northern Ireland,,10/21/2021,49437
Northern Ireland,,10/22/2021,53046
Northern Ireland,,10/23/2021,55347
Northern Ireland,,10/24/2021,57980
Northern Ireland,,10/25/2021,63552
Northern Ireland,,10/26/2021,69467
Northern Ireland,,10/27/2021,76253
Northern Ireland,,10/28/2021,81311
Northern Ireland,,10/29/2021,85078
Northern Ireland,,10/30/2021,87154
Northern Ireland,,10/31/2021,89978
Northern Ireland,,11/1/2021,97634
Northern Ireland,,11/2/2021,106364
Northern Ireland,,11/3/2021,116797
Northern Ireland,,11/4/2021,126676
Northern Ireland,,11/5/2021,132930
Northern Ireland,,11/6/2021,138770
Northern Ireland,,11/7/2021,142970
Northern Ireland,,11/8/2021,153223
Northern Ireland,,11/9/2021,165492
Northern Ireland,,11/10/2021,180439
Northern Ireland,,11/11/2021,193965
Northern Ireland,,11/12/2021,203693
Northern Ireland,,11/13/2021,209047
Northern Ireland,,11/14/2021,214237
Northern Ireland,,11/15/2021,227803
Northern Ireland,,11/16/2021,243028
Northern Ireland,,11/17/2021,261118
Northern Ireland,,11/18/2021,276909
Northern Ireland,,11/19/2021,286746
Northern Ireland,,11/20/2021,291355
Northern Ireland,,11/21/2021,298257
Northern Ireland,,11/22/2021,312769
Northern Ireland,,11/23/2021,329128
Northern Ireland,,11/24/2021,344451
Northern Ireland,,11/25/2021,357470
Northern Ireland,,11/26/2021,357470
Northern Ireland,,11/27/2021,357470
Northern Ireland,,11/28/2021,374669
Northern Ireland,,11/29/2021,390376
Northern Ireland,,11/30/2021,405500
Northern Ireland,,12/1/2021,421533
Norway,NOR,3/30/2021,5
Norway,NOR,3/31/2021,6
Norway,NOR,4/1/2021,6
Norway,NOR,4/2/2021,6
Norway,NOR,4/3/2021,6
Norway,NOR,4/4/2021,6
Norway,NOR,4/5/2021,6
Norway,NOR,4/6/2021,6
Norway,NOR,4/7/2021,8
Norway,NOR,4/8/2021,9
Norway,NOR,4/9/2021,10
Norway,NOR,4/10/2021,10
Norway,NOR,4/11/2021,10
Norway,NOR,4/12/2021,12
Norway,NOR,4/13/2021,12
Norway,NOR,4/14/2021,14
Norway,NOR,4/15/2021,18
Norway,NOR,4/16/2021,18
Norway,NOR,4/17/2021,18
Norway,NOR,4/18/2021,18
Norway,NOR,4/19/2021,18
Norway,NOR,4/20/2021,19
Norway,NOR,4/21/2021,20
Norway,NOR,4/22/2021,20
Norway,NOR,4/23/2021,21
Norway,NOR,4/24/2021,21
Norway,NOR,4/25/2021,21
Norway,NOR,4/26/2021,22
Norway,NOR,4/27/2021,24
Norway,NOR,4/28/2021,29
Norway,NOR,4/29/2021,29
Norway,NOR,4/30/2021,29
Norway,NOR,5/1/2021,30
Norway,NOR,5/2/2021,30
Norway,NOR,5/3/2021,31
Norway,NOR,5/4/2021,32
Norway,NOR,5/5/2021,36
Norway,NOR,5/6/2021,42
Norway,NOR,5/7/2021,44
Norway,NOR,5/8/2021,44
Norway,NOR,5/9/2021,44
Norway,NOR,5/10/2021,45
Norway,NOR,5/11/2021,50
Norway,NOR,5/12/2021,60
Norway,NOR,5/13/2021,60
Norway,NOR,5/14/2021,61
Norway,NOR,5/15/2021,61
Norway,NOR,5/16/2021,61
Norway,NOR,5/17/2021,61
Norway,NOR,5/18/2021,62
Norway,NOR,5/19/2021,68
Norway,NOR,5/20/2021,74
Norway,NOR,5/21/2021,78
Norway,NOR,5/22/2021,79
Norway,NOR,5/23/2021,80
Norway,NOR,5/24/2021,81
Norway,NOR,5/25/2021,83
Norway,NOR,5/26/2021,89
Norway,NOR,5/27/2021,98
Norway,NOR,5/28/2021,103
Norway,NOR,5/29/2021,104
Norway,NOR,5/30/2021,104
Norway,NOR,5/31/2021,106
Norway,NOR,6/1/2021,109
Norway,NOR,6/2/2021,117
Norway,NOR,6/3/2021,122
Norway,NOR,6/4/2021,125
Norway,NOR,6/5/2021,125
Norway,NOR,6/6/2021,126
Norway,NOR,6/7/2021,128
Norway,NOR,6/8/2021,131
Norway,NOR,6/9/2021,136
Norway,NOR,6/10/2021,141
Norway,NOR,6/11/2021,145
Norway,NOR,6/12/2021,145
Norway,NOR,6/13/2021,145
Norway,NOR,6/14/2021,145
Norway,NOR,6/15/2021,148
Norway,NOR,6/16/2021,158
Norway,NOR,6/17/2021,169
Norway,NOR,6/18/2021,174
Norway,NOR,6/19/2021,174
Norway,NOR,6/20/2021,175
Norway,NOR,6/21/2021,177
Norway,NOR,6/22/2021,181
Norway,NOR,6/23/2021,196
Norway,NOR,6/24/2021,202
Norway,NOR,6/25/2021,204
Norway,NOR,6/26/2021,204
Norway,NOR,6/27/2021,205
Norway,NOR,6/28/2021,207
Norway,NOR,6/29/2021,212
Norway,NOR,6/30/2021,221
Norway,NOR,7/1/2021,230
Norway,NOR,7/2/2021,236
Norway,NOR,7/3/2021,236
Norway,NOR,7/4/2021,238
Norway,NOR,7/5/2021,320
Norway,NOR,7/6/2021,420
Norway,NOR,7/7/2021,505
Norway,NOR,7/8/2021,613
Norway,NOR,7/9/2021,617
Norway,NOR,7/10/2021,618
Norway,NOR,7/11/2021,618
Norway,NOR,7/12/2021,618
Norway,NOR,7/13/2021,621
Norway,NOR,7/14/2021,627
Norway,NOR,7/15/2021,647
Norway,NOR,7/16/2021,654
Norway,NOR,7/17/2021,655
Norway,NOR,7/18/2021,656
Norway,NOR,7/19/2021,661
Norway,NOR,7/20/2021,665
Norway,NOR,7/21/2021,675
Norway,NOR,7/22/2021,677
Norway,NOR,7/23/2021,686
Norway,NOR,7/24/2021,687
Norway,NOR,7/25/2021,688
Norway,NOR,7/26/2021,692
Norway,NOR,7/27/2021,698
Norway,NOR,7/28/2021,704
Norway,NOR,7/29/2021,709
Norway,NOR,7/30/2021,715
Norway,NOR,7/31/2021,715
Norway,NOR,8/1/2021,716
Norway,NOR,8/2/2021,719
Norway,NOR,8/3/2021,726
Norway,NOR,8/4/2021,733
Norway,NOR,8/5/2021,749
Norway,NOR,8/6/2021,752
Norway,NOR,8/7/2021,752
Norway,NOR,8/8/2021,752
Norway,NOR,8/9/2021,756
Norway,NOR,8/10/2021,763
Norway,NOR,8/11/2021,780
Norway,NOR,8/12/2021,792
Norway,NOR,8/13/2021,794
Norway,NOR,8/14/2021,797
Norway,NOR,8/15/2021,799
Norway,NOR,8/16/2021,807
Norway,NOR,8/17/2021,845
Norway,NOR,8/18/2021,915
Norway,NOR,8/19/2021,973
Norway,NOR,8/20/2021,985
Norway,NOR,8/21/2021,989
Norway,NOR,8/22/2021,990
Norway,NOR,8/23/2021,1058
Norway,NOR,8/24/2021,1125
Norway,NOR,8/25/2021,1142
Norway,NOR,8/26/2021,1222
Norway,NOR,8/27/2021,1271
Norway,NOR,8/28/2021,1277
Norway,NOR,8/29/2021,1277
Norway,NOR,8/30/2021,1300
Norway,NOR,8/31/2021,1319
Norway,NOR,9/1/2021,1379
Norway,NOR,9/2/2021,1454
Norway,NOR,9/3/2021,1496
Norway,NOR,9/4/2021,1497
