Region;Country;Date;Total_Cases;New_Cases;Total_Death;New_Death
SEA;Malaysia;2021-02-01;219173;4214;770;10
SEA;Malaysia;2021-02-02;222628;3455;791;21
SEA;Malaysia;2021-02-03;226912;4284;809;18
SEA;Malaysia;2021-02-04;231483;4571;826;17
SEA;Malaysia;2021-02-05;234874;3391;845;19
SEA;Malaysia;2021-02-06;238721;3847;857;12
SEA;Malaysia;2021-02-07;242452;3731;872;15
SEA;Malaysia;2021-02-08;245552;3100;896;24
SEA;Malaysia;2021-02-09;248316;2764;909;13
SEA;Malaysia;2021-02-10;251604;3288;923;14
SEA;Malaysia;2021-02-11;254988;3384;924;1
SEA;Malaysia;2021-02-12;258306;3318;942;18
SEA;Malaysia;2021-02-13;261805;3499;948;6
SEA;Malaysia;2021-02-14;264269;2464;956;8
SEA;Malaysia;2021-02-15;266445;2176;967;11
SEA;Malaysia;2021-02-16;269165;2720;976;9
SEA;Malaysia;2021-02-17;272163;2998;999;23
SEA;Malaysia;2021-02-18;274875;2712;1000;1
SEA;Malaysia;2021-02-19;277811;2936;1039;39
SEA;Malaysia;2021-02-20;280272;2461;1048;9
SEA;Malaysia;2021-02-21;283569;3297;1054;6
SEA;Malaysia;2021-02-22;285761;2192;1061;7
SEA;Malaysia;2021-02-23;288229;2468;1081;20
SEA;Malaysia;2021-02-24;291774;3545;1093;12
SEA;Malaysia;2021-02-25;293698;1924;1106;13
SEA;Malaysia;2021-02-26;295951;2253;1116;10
SEA;Malaysia;2021-02-27;298315;2364;1126;10
SEA;Malaysia;2021-02-28;300752;2437;1135;9
SEA;Malaysia;2021-03-01;302580;1828;1140;5
SEA;Malaysia;2021-03-02;304135;1555;1146;6
SEA;Malaysia;2021-03-03;305880;1745;1153;7
SEA;Malaysia;2021-03-04;307943;2063;1158;5
SEA;Malaysia;2021-03-05;310097;2154;1164;6
SEA;Malaysia;2021-03-06;311777;1680;1171;7
SEA;Malaysia;2021-03-07;313460;1683;1174;3
SEA;Malaysia;2021-03-08;314989;1529;1182;8
SEA;Malaysia;2021-03-09;316269;1280;1191;9
SEA;Malaysia;2021-03-10;317717;1448;1196;5
SEA;Malaysia;2021-03-11;319364;1647;1205;9
SEA;Malaysia;2021-03-12;320939;1575;1208;3
SEA;Malaysia;2021-03-13;322409;1470;1211;3
SEA;Malaysia;2021-03-14;323763;1354;1215;4
SEA;Malaysia;2021-03-15;324971;1208;1218;3
SEA;Malaysia;2021-03-16;326034;1063;1223;5
SEA;Malaysia;2021-03-17;327253;1219;1225;2
SEA;Malaysia;2021-03-18;328466;1213;1228;3
SEA;Malaysia;2021-03-19;330042;1576;1230;2
SEA;Malaysia;2021-03-20;331713;1671;1234;4
SEA;Malaysia;2021-03-21;333040;1327;1238;4
SEA;Malaysia;2021-03-22;334156;1116;1243;5
SEA;Malaysia;2021-03-23;335540;1384;1244;1
SEA;Malaysia;2021-03-24;336808;1268;1246;2
SEA;Malaysia;2021-03-25;338168;1360;1248;2
SEA;Malaysia;2021-03-26;339443;1275;1249;1
SEA;Malaysia;2021-03-27;340642;1199;1251;2
SEA;Malaysia;2021-03-28;341944;1302;1255;4
SEA;Malaysia;2021-03-29;342885;941;1260;5
SEA;Malaysia;2021-03-30;344018;1133;1264;4
SEA;Malaysia;2021-03-31;345500;1482;1272;8
SEA;Malaysia;2021-04-01;346678;1178;1278;6
SEA;Malaysia;2021-04-02;347972;1294;1283;5
SEA;Malaysia;2021-04-03;349610;1638;1286;3
SEA;Malaysia;2021-04-04;350959;1349;1288;2
SEA;Malaysia;2021-04-05;352029;1070;1295;7
SEA;Malaysia;2021-04-06;353329;1300;1300;5
SEA;Malaysia;2021-04-07;354468;1139;1304;4
SEA;Malaysia;2021-04-08;355753;1285;1308;4
SEA;Malaysia;2021-04-09;357607;1854;1313;5
SEA;Malaysia;2021-04-10;359117;1510;1321;8
SEA;Malaysia;2021-04-11;360856;1739;1329;8
SEA;Malaysia;2021-04-12;362173;1317;1333;4
SEA;Malaysia;2021-04-13;363940;1767;1345;12
SEA;Malaysia;2021-04-14;365829;1889;1353;8
SEA;Malaysia;2021-04-15;367977;2148;1363;10
SEA;Malaysia;2021-04-16;370528;2551;1365;2
SEA;Malaysia;2021-04-17;372859;2331;1370;5
SEA;Malaysia;2021-04-18;375054;2195;1378;8
SEA;Malaysia;2021-04-19;377132;2078;1386;8
SEA;Malaysia;2021-04-20;379473;2341;1389;3
SEA;Malaysia;2021-04-21;381813;2340;1400;11
SEA;Malaysia;2021-04-22;384688;2875;1407;7
SEA;Malaysia;2021-04-23;387535;2847;1415;8
SEA;Malaysia;2021-04-24;390252;2717;1426;11
SEA;Malaysia;2021-04-25;392942;2690;1436;10
SEA;Malaysia;2021-04-26;395718;2776;1449;13
SEA;Malaysia;2021-04-27;398451;2733;1462;13
SEA;Malaysia;2021-04-28;401593;3142;1477;15
SEA;Malaysia;2021-04-29;404925;3332;1492;15
SEA;Malaysia;2021-04-30;408713;3788;1506;14
SEA;Malaysia;2021-05-01;411594;2881;1521;15
SEA;Malaysia;2021-05-02;415012;3418;1533;12
SEA;Malaysia;2021-05-03;417512;2500;1551;18
SEA;Malaysia;2021-05-04;420632;3120;1574;23
SEA;Malaysia;2021-05-05;424376;3744;1591;17
SEA;Malaysia;2021-05-06;427927;3551;1610;19
SEA;Malaysia;2021-05-07;432425;4498;1632;22
SEA;Malaysia;2021-05-08;436944;4519;1657;25
SEA;Malaysia;2021-05-09;440677;3733;1683;26
SEA;Malaysia;2021-05-10;444484;3807;1700;17
SEA;Malaysia;2021-05-11;448457;3973;1722;22
SEA;Malaysia;2021-05-12;453222;4765;1761;39
SEA;Malaysia;2021-05-13;458077;4855;1788;27
SEA;Malaysia;2021-05-14;462190;4113;1822;34
SEA;Malaysia;2021-05-15;466330;4140;1866;44
SEA;Malaysia;2021-05-16;470110;3780;1902;36
SEA;Malaysia;2021-05-17;474556;4446;1947;45
SEA;Malaysia;2021-05-18;479421;4865;1994;47
SEA;Malaysia;2021-05-19;485496;6075;2040;46
SEA;Malaysia;2021-05-20;492302;6806;2099;59
SEA;Malaysia;2021-05-21;498795;6493;2149;50
SEA;Malaysia;2021-05-22;505115;6320;2199;50
SEA;Malaysia;2021-05-23;512091;6976;2248;49
SEA;Malaysia;2021-05-24;518600;6509;2309;61
SEA;Malaysia;2021-05-25;525889;7289;2369;60
SEA;Malaysia;2021-05-26;533367;7478;2432;63
SEA;Malaysia;2021-05-27;541224;7857;2491;59
SEA;Malaysia;2021-05-28;549514;8290;2552;61
SEA;Malaysia;2021-05-29;558534;9020;2650;98
SEA;Malaysia;2021-05-30;565533;6999;2729;79
SEA;Malaysia;2021-05-31;572357;6824;2796;67
SEA;Malaysia;2021-06-01;579462;7105;2867;71
SEA;Malaysia;2021-06-02;587165;7703;2993;126
SEA;Malaysia;2021-06-03;595374;8209;3096;103
SEA;Malaysia;2021-06-04;603122;7748;3182;86
SEA;Malaysia;2021-06-05;610574;7452;3291;109
SEA;Malaysia;2021-06-06;616815;6241;3378;87
SEA;Malaysia;2021-06-07;622086;5271;3460;82
SEA;Malaysia;2021-06-08;627652;5566;3536;76
SEA;Malaysia;2021-06-09;633891;6239;3611;75
SEA;Malaysia;2021-06-10;639562;5671;3684;73
SEA;Malaysia;2021-06-11;646411;6849;3768;84
SEA;Malaysia;2021-06-12;652204;5793;3844;76
SEA;Malaysia;2021-06-13;657508;5304;3908;64
SEA;Malaysia;2021-06-14;662457;4949;3968;60
SEA;Malaysia;2021-06-15;667876;5419;4069;101
SEA;Malaysia;2021-06-16;673026;5150;4142;73
SEA;Malaysia;2021-06-17;678764;5738;4202;60
SEA;Malaysia;2021-06-18;685204;6440;4276;74
SEA;Malaysia;2021-06-19;691115;5911;4348;72
SEA;Malaysia;2021-06-20;696408;5293;4408;60
SEA;Malaysia;2021-06-21;701019;4611;4477;69
SEA;Malaysia;2021-06-22;705762;4743;4554;77
SEA;Malaysia;2021-06-23;711006;5244;4637;83
SEA;Malaysia;2021-06-24;716847;5841;4721;84
SEA;Malaysia;2021-06-25;722659;5812;4803;82
SEA;Malaysia;2021-06-26;728462;5803;4884;81
SEA;Malaysia;2021-06-27;734048;5586;4944;60
SEA;Malaysia;2021-06-28;739266;5218;5001;57
SEA;Malaysia;2021-06-29;745703;6437;5108;107
SEA;Malaysia;2021-06-30;751979;6276;5170;62
SEA;Malaysia;2021-07-01;758967;6988;5254;84
SEA;Malaysia;2021-07-02;765949;6982;5327;73
SEA;Malaysia;2021-07-03;772607;6658;5434;107
SEA;Malaysia;2021-07-04;778652;6045;5497;63
SEA;Malaysia;2021-07-05;785039;6387;5574;77
SEA;Malaysia;2021-07-06;792693;7654;5677;103
SEA;Malaysia;2021-07-07;799790;7097;5768;91
SEA;Malaysia;2021-07-08;808658;8868;5903;135
SEA;Malaysia;2021-07-09;817838;9180;5980;77
SEA;Malaysia;2021-07-10;827191;9353;6067;87
SEA;Malaysia;2021-07-11;836296;9105;6157;90
SEA;Malaysia;2021-07-12;844870;8574;6260;103
SEA;Malaysia;2021-07-13;855949;11079;6385;125
SEA;Malaysia;2021-07-14;867567;11618;6503;118
SEA;Malaysia;2021-07-15;880782;13215;6613;110
SEA;Malaysia;2021-07-16;893323;12541;6728;115
SEA;Malaysia;2021-07-17;905851;12528;6866;138
SEA;Malaysia;2021-07-18;916561;10710;7019;153
SEA;Malaysia;2021-07-19;927533;10972;7148;129
SEA;Malaysia;2021-07-20;939899;12366;7241;93
SEA;Malaysia;2021-07-21;951884;11985;7440;199
SEA;Malaysia;2021-07-22;964918;13034;7574;134
SEA;Malaysia;2021-07-23;980491;15573;7718;144
SEA;Malaysia;2021-07-24;996393;15902;7902;184
SEA;Malaysia;2021-07-25;1013438;17045;7994;92
SEA;Malaysia;2021-07-26;1027954;14516;8201;207
SEA;Malaysia;2021-07-27;1044071;16117;8408;207
SEA;Malaysia;2021-07-28;1061476;17405;8551;143
SEA;Malaysia;2021-07-29;1078646;17170;8725;174
SEA;Malaysia;2021-07-30;1095486;16840;8859;134
SEA;Malaysia;2021-07-31;1113272;17786;9024;165
SEA;Malaysia;2021-08-01;1130422;17150;9184;160
SEA;Malaysia;2021-08-02;1146186;15764;9403;219
SEA;Malaysia;2021-08-03;1163291;17105;9598;195
SEA;Malaysia;2021-08-04;1183110;19819;9855;257
SEA;Malaysia;2021-08-05;1203706;20596;10019;164
SEA;Malaysia;2021-08-06;1224595;20889;10179;160
SEA;Malaysia;2021-08-07;1243852;19257;10389;210
SEA;Malaysia;2021-08-08;1262540;18688;10749;360
SEA;Malaysia;2021-08-09;1279776;17236;10961;212
SEA;Malaysia;2021-08-10;1299767;19991;11162;201
SEA;Malaysia;2021-08-11;1320547;20780;11373;211
SEA;Malaysia;2021-08-12;1342215;21668;11691;318
SEA;Malaysia;2021-08-13;1363683;21468;11968;277
SEA;Malaysia;2021-08-14;1384353;20670;12228;260
SEA;Malaysia;2021-08-15;1404899;20546;12510;282
SEA;Malaysia;2021-08-16;1424639;19740;12784;274
SEA;Malaysia;2021-08-17;1444270;19631;13077;293
SEA;Malaysia;2021-08-18;1466512;22242;13302;225
SEA;Malaysia;2021-08-19;1489460;22948;13480;178
SEA;Malaysia;2021-08-20;1513024;23564;13713;233
SEA;Malaysia;2021-08-21;1535286;22262;13936;223
SEA;Malaysia;2021-08-22;1555093;19807;14168;232
SEA;Malaysia;2021-08-23;1572765;17672;14342;174
SEA;Malaysia;2021-08-24;1593602;20837;14553;211
SEA;Malaysia;2021-08-25;1616244;22642;14818;265
SEA;Malaysia;2021-08-26;1640843;24599;15211;393
SEA;Malaysia;2021-08-27;1662913;22070;15550;339
SEA;Malaysia;2021-08-28;1685510;22597;15802;252
SEA;Malaysia;2021-08-29;1706089;20579;16087;285
SEA;Malaysia;2021-08-30;1725357;19268;16382;295
SEA;Malaysia;2021-08-31;1746254;20897;16664;282
SEA;Malaysia;2021-09-01;1765016;18762;16942;278
SEA;Malaysia;2021-09-02;1786004;20988;17191;249
SEA;Malaysia;2021-09-03;1805382;19378;17521;330
SEA;Malaysia;2021-09-04;1824439;19057;17883;362
SEA;Malaysia;2021-09-05;1844835;20396;18219;336
SEA;Malaysia;2021-09-06;1862187;17352;18491;272
SEA;Malaysia;2021-09-07;1880734;18547;18802;311
SEA;Malaysia;2021-09-08;1900467;19733;19164;362
SEA;Malaysia;2021-09-09;1919774;19307;19486;322
SEA;Malaysia;2021-09-10;1940950;21176;19827;341
SEA;Malaysia;2021-09-11;1960500;19550;20419;592
SEA;Malaysia;2021-09-12;1979698;19198;20711;292
SEA;Malaysia;2021-09-13;1995771;16073;21124;413
SEA;Malaysia;2021-09-14;2011440;15669;21587;463
SEA;Malaysia;2021-09-15;2030935;19495;22009;422
SEA;Malaysia;2021-09-16;2049750;18815;22355;346
SEA;Malaysia;2021-09-17;2067327;17577;22743;388
SEA;Malaysia;2021-09-18;2082876;15549;23067;324
SEA;Malaysia;2021-09-19;2097830;14954;23443;376
SEA;Malaysia;2021-09-20;2112175;14345;23744;301
SEA;Malaysia;2021-09-21;2127934;15759;24078;334
SEA;Malaysia;2021-09-22;2142924;14990;24565;487
SEA;Malaysia;2021-09-23;2156678;13754;24681;116
SEA;Malaysia;2021-09-24;2171232;14554;24931;250
SEA;Malaysia;2021-09-25;2185131;13899;25159;228
SEA;Malaysia;2021-09-26;2198235;13104;25437;278
SEA;Malaysia;2021-09-27;2209194;10959;25695;258
SEA;Malaysia;2021-09-28;2220526;11332;25935;240
SEA;Malaysia;2021-09-29;2232960;12434;26143;208
SEA;Malaysia;2021-09-30;2245695;12735;26335;192
SEA;Malaysia;2021-10-01;2257584;11889;26456;121
SEA;Malaysia;2021-10-02;2268499;10915;26565;109
SEA;Malaysia;2021-10-03;2277565;9066;26683;118
SEA;Malaysia;2021-10-04;2285640;8075;26759;76
SEA;Malaysia;2021-10-05;2294457;8817;26876;117
SEA;Malaysia;2021-10-06;2303837;9380;26981;105
SEA;Malaysia;2021-10-07;2313727;9890;27113;132
SEA;Malaysia;2021-10-08;2323478;9751;27191;78
SEA;Malaysia;2021-10-09;2332221;8743;27265;74
SEA;Malaysia;2021-10-10;2339594;7373;27329;64
SEA;Malaysia;2021-10-11;2346303;6709;27422;93
SEA;Malaysia;2021-10-12;2353579;7276;27525;103
SEA;Malaysia;2021-10-13;2361529;7950;27593;68
SEA;Malaysia;2021-10-14;2369613;8084;27681;88
SEA;Malaysia;2021-10-15;2377033;7420;27770;89
SEA;Malaysia;2021-10-16;2384542;7509;27858;88
SEA;Malaysia;2021-10-17;2390687;6145;27921;63
SEA;Malaysia;2021-10-18;2396121;5434;27993;72
SEA;Malaysia;2021-10-19;2401866;5745;28062;69
SEA;Malaysia;2021-10-20;2407382;5516;28138;76
SEA;Malaysia;2021-10-21;2413592;6210;28234;96
SEA;Malaysia;2021-10-22;2420222;6630;28312;78
SEA;Malaysia;2021-10-23;2426050;5828;28354;42
SEA;Malaysia;2021-10-24;2431716;5666;28400;46
SEA;Malaysia;2021-10-25;2436498;4782;28492;92
SEA;Malaysia;2021-10-26;2442224;5726;28576;84
SEA;Malaysia;2021-10-27;2448372;6148;28674;98
SEA;Malaysia;2021-10-28;2454749;6377;28769;95
SEA;Malaysia;2021-10-29;2460809;6060;28832;63
SEA;Malaysia;2021-10-30;2466663;5854;28876;44
SEA;Malaysia;2021-10-31;2471642;4979;28912;36
SEA;Malaysia;2021-11-01;2476268;4626;28975;63
SEA;Malaysia;2021-11-02;2481339;5071;29045;70
SEA;Malaysia;2021-11-03;2486630;5291;29091;46
SEA;Malaysia;2021-11-04;2492343;5713;29155;64
SEA;Malaysia;2021-11-05;2497265;4922;29202;47
SEA;Malaysia;2021-11-06;2501966;4701;29256;54
SEA;Malaysia;2021-11-07;2506309;4343;29291;35
SEA;Malaysia;2021-11-08;2510852;4543;29349;58
SEA;Malaysia;2021-11-09;2517173;6321;29427;78
SEA;Malaysia;2021-11-10;2522498;5325;29486;59
SEA;Malaysia;2021-11-11;2528821;6323;29535;49
SEA;Malaysia;2021-11-12;2535338;6517;29576;41
SEA;Malaysia;2021-11-13;2541147;5809;29631;55
SEA;Malaysia;2021-11-14;2546309;5162;29676;45
SEA;Malaysia;2021-11-15;2551452;5143;29729;53
SEA;Malaysia;2021-11-16;2556865;5413;29769;40
SEA;Malaysia;2021-11-17;2563153;6288;29837;68
SEA;Malaysia;2021-11-18;2569533;6380;29892;55
SEA;Malaysia;2021-11-19;2575888;6355;29937;45
SEA;Malaysia;2021-11-20;2581747;5859;29978;41
SEA;Malaysia;2021-11-21;2586601;4854;30002;24
SEA;Malaysia;2021-11-22;2591486;4885;30063;61
SEA;Malaysia;2021-11-23;2597080;5594;30110;47
SEA;Malaysia;2021-11-24;2602835;5755;30147;37
SEA;Malaysia;2021-11-25;2608979;6144;30195;48
SEA;Malaysia;2021-11-26;2614480;5501;30240;45
SEA;Malaysia;2021-11-27;2619577;5097;30280;40
SEA;Malaysia;2021-11-28;2623816;4239;30309;29
SEA;Malaysia;2021-11-29;2627903;4087;30370;61
SEA;Malaysia;2021-11-30;2632782;4879;30425;55
SEA;Malaysia;2021-12-01;2638221;5439;30474;49
SEA;Malaysia;2021-12-02;2644027;5806;30521;47
SEA;Malaysia;2021-12-03;2649578;5551;30538;17
SEA;Singapore;2020-01-23;1;1;0;0
SEA;Singapore;2020-01-24;3;2;0;0
SEA;Singapore;2020-01-25;3;0;0;0
SEA;Singapore;2020-01-26;4;1;0;0
SEA;Singapore;2020-01-27;5;1;0;0
SEA;Singapore;2020-01-28;7;2;0;0
SEA;Singapore;2020-01-29;7;0;0;0
SEA;Singapore;2020-01-30;10;3;0;0
SEA;Singapore;2020-01-31;13;3;0;0
SEA;Singapore;2020-02-01;16;3;0;0
SEA;Singapore;2020-02-02;18;2;0;0
SEA;Singapore;2020-02-03;18;0;0;0
SEA;Singapore;2020-02-04;24;6;0;0
SEA;Singapore;2020-02-05;28;4;0;0
SEA;Singapore;2020-02-06;28;0;0;0
SEA;Singapore;2020-02-07;30;2;0;0
SEA;Singapore;2020-02-08;33;3;0;0
SEA;Singapore;2020-02-09;40;7;0;0
SEA;Singapore;2020-02-10;45;5;0;0
SEA;Singapore;2020-02-11;47;2;0;0
SEA;Singapore;2020-02-12;50;3;0;0
SEA;Singapore;2020-02-13;58;8;0;0
SEA;Singapore;2020-02-14;67;9;0;0
SEA;Singapore;2020-02-15;72;5;0;0
SEA;Singapore;2020-02-16;75;3;0;0
SEA;Singapore;2020-02-17;77;2;0;0
SEA;Singapore;2020-02-18;81;4;0;0
SEA;Singapore;2020-02-19;84;3;0;0
SEA;Singapore;2020-02-20;84;0;0;0
SEA;Singapore;2020-02-21;85;1;0;0
SEA;Singapore;2020-02-22;85;0;0;0
SEA;Singapore;2020-02-23;89;4;0;0
SEA;Singapore;2020-02-24;89;0;0;0
SEA;Singapore;2020-02-25;91;2;0;0
SEA;Singapore;2020-02-26;93;2;0;0
SEA;Singapore;2020-02-27;93;0;0;0
SEA;Singapore;2020-02-28;93;0;0;0
SEA;Singapore;2020-02-29;102;9;0;0
SEA;Singapore;2020-03-01;106;4;0;0
SEA;Singapore;2020-03-02;108;2;0;0
SEA;Singapore;2020-03-03;110;2;0;0
SEA;Singapore;2020-03-04;110;0;0;0
SEA;Singapore;2020-03-05;117;7;0;0
SEA;Singapore;2020-03-06;130;13;0;0
SEA;Singapore;2020-03-07;138;8;0;0
SEA;Singapore;2020-03-08;150;12;0;0
SEA;Singapore;2020-03-09;150;0;0;0
SEA;Singapore;2020-03-10;160;10;0;0
SEA;Singapore;2020-03-11;178;18;0;0
SEA;Singapore;2020-03-12;178;0;0;0
SEA;Singapore;2020-03-13;200;22;0;0
SEA;Singapore;2020-03-14;212;12;0;0
SEA;Singapore;2020-03-15;226;14;0;0
SEA;Singapore;2020-03-16;243;17;0;0
SEA;Singapore;2020-03-17;266;23;0;0
SEA;Singapore;2020-03-18;313;47;0;0
SEA;Singapore;2020-03-19;345;32;0;0
SEA;Singapore;2020-03-20;385;40;0;0
SEA;Singapore;2020-03-21;432;47;2;2
SEA;Singapore;2020-03-22;455;23;2;0
SEA;Singapore;2020-03-23;509;54;2;0
SEA;Singapore;2020-03-24;558;49;2;0
SEA;Singapore;2020-03-25;631;73;2;0
SEA;Singapore;2020-03-26;683;52;2;0
SEA;Singapore;2020-03-27;732;49;2;0
SEA;Singapore;2020-03-28;802;70;2;0
SEA;Singapore;2020-03-29;844;42;3;1
SEA;Singapore;2020-03-30;879;35;3;0
SEA;Singapore;2020-03-31;926;47;3;0
SEA;Singapore;2020-04-01;1000;74;3;0
SEA;Singapore;2020-04-02;1049;49;4;1
SEA;Singapore;2020-04-03;1114;65;5;1
SEA;Singapore;2020-04-04;1189;75;6;1
SEA;Singapore;2020-04-05;1309;120;6;0
SEA;Singapore;2020-04-06;1375;66;6;0
SEA;Singapore;2020-04-07;1481;106;6;0
SEA;Singapore;2020-04-08;1623;142;6;0
SEA;Singapore;2020-04-09;1910;287;6;0
SEA;Singapore;2020-04-10;2108;198;7;1
SEA;Singapore;2020-04-11;2299;191;8;1
SEA;Singapore;2020-04-12;2532;233;8;0
SEA;Singapore;2020-04-13;2918;386;9;1
SEA;Singapore;2020-04-14;3252;334;10;1
SEA;Singapore;2020-04-15;3699;447;10;0
SEA;Singapore;2020-04-16;4427;728;10;0
SEA;Singapore;2020-04-17;5050;623;11;1
SEA;Singapore;2020-04-18;5992;942;11;0
SEA;Singapore;2020-04-19;6588;596;11;0
SEA;Singapore;2020-04-20;8014;1426;11;0
SEA;Singapore;2020-04-21;9125;1111;11;0
SEA;Singapore;2020-04-22;10141;1016;12;1
SEA;Singapore;2020-04-23;11178;1037;12;0
SEA;Singapore;2020-04-24;12075;897;12;0
SEA;Singapore;2020-04-25;12693;618;12;0
SEA;Singapore;2020-04-26;13624;931;12;0
SEA;Singapore;2020-04-27;14423;799;14;2
SEA;Singapore;2020-04-28;14951;528;14;0
SEA;Singapore;2020-04-29;15641;690;14;0
SEA;Singapore;2020-04-30;16169;528;15;1
SEA;Singapore;2020-05-01;17101;932;16;1
SEA;Singapore;2020-05-02;17548;447;17;1
SEA;Singapore;2020-05-03;18205;657;18;1
SEA;Singapore;2020-05-04;18778;573;18;0
SEA;Singapore;2020-05-05;19410;632;18;0
SEA;Singapore;2020-05-06;20198;788;20;2
SEA;Singapore;2020-05-07;20939;741;20;0
SEA;Singapore;2020-05-08;21707;768;20;0
SEA;Singapore;2020-05-09;22460;753;20;0
SEA;Singapore;2020-05-10;23336;876;20;0
SEA;Singapore;2020-05-11;23822;486;21;1
SEA;Singapore;2020-05-12;24671;849;21;0
SEA;Singapore;2020-05-13;25346;675;21;0
SEA;Singapore;2020-05-14;26098;752;21;0
SEA;Singapore;2020-05-15;26891;793;21;0
SEA;Singapore;2020-05-16;27356;465;22;1
SEA;Singapore;2020-05-17;28038;682;22;0
SEA;Singapore;2020-05-18;28343;305;22;0
SEA;Singapore;2020-05-19;28794;451;22;0
SEA;Singapore;2020-05-20;29364;570;22;0
SEA;Singapore;2020-05-21;29812;448;23;1
SEA;Singapore;2020-05-22;30426;614;23;0
SEA;Singapore;2020-05-23;31068;642;23;0
SEA;Singapore;2020-05-24;31616;548;23;0
SEA;Singapore;2020-05-25;31960;344;23;0
SEA;Singapore;2020-05-26;32343;383;23;0
SEA;Singapore;2020-05-27;32876;533;23;0
SEA;Singapore;2020-05-28;33249;373;23;0
SEA;Singapore;2020-05-29;33860;611;23;0
SEA;Singapore;2020-05-30;34366;506;23;0
SEA;Singapore;2020-05-31;34884;518;23;0
SEA;Singapore;2020-06-01;35292;408;24;1
SEA;Singapore;2020-06-02;35836;544;24;0
SEA;Singapore;2020-06-03;36405;569;24;0
SEA;Singapore;2020-06-04;36922;517;24;0
SEA;Singapore;2020-06-05;37183;261;24;0
SEA;Singapore;2020-06-06;37527;344;25;1
SEA;Singapore;2020-06-07;37910;383;25;0
SEA;Singapore;2020-06-08;38296;386;25;0
SEA;Singapore;2020-06-09;38514;218;25;0
SEA;Singapore;2020-06-10;38965;451;25;0
SEA;Singapore;2020-06-11;39387;422;25;0
SEA;Singapore;2020-06-12;39850;463;25;0
SEA;Singapore;2020-06-13;40197;347;26;1
SEA;Singapore;2020-06-14;40604;407;26;0
SEA;Singapore;2020-06-15;40818;214;26;0
SEA;Singapore;2020-06-16;40969;151;26;0
SEA;Singapore;2020-06-17;41216;247;26;0
SEA;Singapore;2020-06-18;41473;257;26;0
SEA;Singapore;2020-06-19;41615;142;26;0
SEA;Singapore;2020-06-20;41833;218;26;0
SEA;Singapore;2020-06-21;42095;262;26;0
SEA;Singapore;2020-06-22;42313;218;26;0
SEA;Singapore;2020-06-23;42432;119;26;0
SEA;Singapore;2020-06-24;42623;191;26;0
SEA;Singapore;2020-06-25;42736;113;26;0
SEA;Singapore;2020-06-26;42955;219;26;0
SEA;Singapore;2020-06-27;43246;291;26;0
SEA;Singapore;2020-06-28;43459;213;26;0
SEA;Singapore;2020-06-29;43661;202;26;0
SEA;Singapore;2020-06-30;43907;246;26;0
SEA;Singapore;2020-07-01;44122;215;26;0
SEA;Singapore;2020-07-02;44310;188;26;0
SEA;Singapore;2020-07-03;44479;169;26;0
SEA;Singapore;2020-07-04;44664;185;26;0
SEA;Singapore;2020-07-05;44800;136;26;0
SEA;Singapore;2020-07-06;44983;183;26;0
SEA;Singapore;2020-07-07;45140;157;26;0
SEA;Singapore;2020-07-08;45298;158;26;0
SEA;Singapore;2020-07-09;45423;125;26;0
SEA;Singapore;2020-07-10;45614;191;26;0
SEA;Singapore;2020-07-11;45783;169;26;0
SEA;Singapore;2020-07-12;45961;178;26;0
SEA;Singapore;2020-07-13;46283;322;26;0
SEA;Singapore;2020-07-14;46630;347;27;1
SEA;Singapore;2020-07-15;46878;248;27;0
SEA;Singapore;2020-07-16;47126;248;27;0
SEA;Singapore;2020-07-17;47453;327;27;0
SEA;Singapore;2020-07-18;47655;202;27;0
SEA;Singapore;2020-07-19;47912;257;27;0
SEA;Singapore;2020-07-20;48035;123;27;0
SEA;Singapore;2020-07-21;48434;399;27;0
SEA;Singapore;2020-07-22;48744;310;27;0
SEA;Singapore;2020-07-23;49098;354;27;0
SEA;Singapore;2020-07-24;49375;277;27;0
SEA;Singapore;2020-07-25;49888;513;27;0
SEA;Singapore;2020-07-26;50369;481;27;0
SEA;Singapore;2020-07-27;50838;469;27;0
SEA;Singapore;2020-07-28;51197;359;27;0
SEA;Singapore;2020-07-29;51531;334;27;0
SEA;Singapore;2020-07-30;51809;278;27;0
SEA;Singapore;2020-07-31;52205;396;27;0
SEA;Singapore;2020-08-01;52512;307;27;0
SEA;Singapore;2020-08-02;52825;313;27;0
SEA;Singapore;2020-08-03;53051;226;27;0
SEA;Singapore;2020-08-04;53346;295;27;0
SEA;Singapore;2020-08-05;54254;908;27;0
SEA;Singapore;2020-08-06;54555;301;27;0
SEA;Singapore;2020-08-07;54797;242;27;0
SEA;Singapore;2020-08-08;54929;132;27;0
SEA;Singapore;2020-08-09;55104;175;27;0
SEA;Singapore;2020-08-10;55292;188;27;0
SEA;Singapore;2020-08-11;55353;61;27;0
SEA;Singapore;2020-08-12;55395;42;27;0
SEA;Singapore;2020-08-13;55497;102;27;0
SEA;Singapore;2020-08-14;55580;83;27;0
SEA;Singapore;2020-08-15;55661;81;27;0
SEA;Singapore;2020-08-16;55747;86;27;0
SEA;Singapore;2020-08-17;55838;91;27;0
SEA;Singapore;2020-08-18;55938;100;27;0
SEA;Singapore;2020-08-19;56031;93;27;0
SEA;Singapore;2020-08-20;56099;68;27;0
SEA;Singapore;2020-08-21;56216;117;27;0
SEA;Singapore;2020-08-22;56266;50;27;0
SEA;Singapore;2020-08-23;56353;87;27;0
